gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
650726549	346	5	345	0.0e+00	447.5	TIGR03626	archaeal ribosomal protein L3
650726550	255	1	253	2.6e-120	386.5	TIGR03672	50S ribosomal protein L4P
650726551	86	10	86	3.3e-43	132.2	TIGR03636	archaeal ribosomal protein L23
650726553	132	2	132	5.7e-73	229.2	TIGR01025	ribosomal protein S19(archaeal)/S15(eukaryotic)
650726554	156	8	154	4.2e-73	230.3	TIGR01038	ribosomal protein L22(archaeal)/L17(eukaryotic/archaeal)
650726555	207	3	188	2.2e-30	93	TIGR01009	ribosomal protein S3, bacterial type
650726555	207	3	197	5.0e-97	310.4	TIGR01008	ribosomal protein S3, eukaryotic/archaeal type
650726556	66	5	61	4.7e-25	73.7	TIGR00012	ribosomal protein L29
650726557	98	2	97	6.5e-40	121.6	TIGR01158	translation initation factor SUI1, putative, prokaryotic
650726559	111	4	105	2.5e-52	161.4	TIGR03630	archaeal ribosomal protein S17P
650726560	144	13	144	5.5e-65	203.3	TIGR03673	50S ribosomal protein L14P
650726561	120	5	120	1.4e-63	198.6	TIGR01080	ribosomal protein L24p/L26e, archaeal/eukaryotic
650726566	184	8	177	4.8e-84	266.5	TIGR03653	archaeal ribosomal protein L6P
650726570	235	9	223	2.8e-109	349.5	TIGR01020	ribosomal protein S5(archaeal type)/S2(eukaryote cytosolic type)
650726571	155	4	155	6.7e-71	223.5	TIGR01309	50S ribosomal protein L30P, archaeal
650726573	462	27	454	3.8e-98	315	TIGR00967	preprotein translocase, SecY subunit
650726577	183	1	169	4.8e-69	218.8	TIGR02173	cytidylate kinase, putative
650726582	334	14	334	0.0e+00	455	TIGR00425	rRNA pseudouridine synthase, putative
650726582	334	224	325	1.8e-14	41.6	TIGR00451	uncharacterized domain 2
650726582	334	45	122	2.0e-23	70.8	TIGR00431	tRNA pseudouridine 55 synthase
650726586	148	3	147	2.0e-66	208.8	TIGR03629	archaeal ribosomal protein S13P
650726587	181	1	161	2.9e-81	257.3	TIGR01018	ribosomal protein S4(archaeal type)/S9(eukaryote cytosolic type)
650726588	136	12	128	2.0e-71	224.1	TIGR03628	archaeal ribosomal protein S11P
650726592	142	2	142	2.2e-68	215.2	TIGR01077	ribosomal protein L13, archaeal/eukaryotic
650726593	135	3	135	1.8e-65	205.3	TIGR03627	archaeal ribosomal protein S9P
650726598	201	3	198	5.3e-104	332.9	TIGR01012	ribosomal protein Sa(cytosolic)/S2(archaeal)
650726603	333	7	297	6.3e-89	285.1	TIGR00549	mevalonate kinase
650726605	373	9	350	0.0e+00	439.3	TIGR02151	isopentenyl-diphosphate delta-isomerase, type 2
650726606	441	2	441	0.0e+00	549.8	TIGR00649	conserved hypothetical protein
650726611	958	5	958	0.0e+00	1208.6	TIGR00395	leucyl-tRNA synthetase, archaeal and cytosolic family
650726617	446	13	431	0.0e+00	717.2	TIGR01415	pyridoxal-phosphate dependent TrpB-like enzyme
650726620	260	8	235	1.8e-113	363.7	TIGR03633	proteasome endopeptidase complex, archaeal, alpha subunit
650726621	236	2	232	8.7e-95	302.5	TIGR00291	rRNA metabolism protein, SBDS family
650726623	246	8	237	5.4e-125	401.3	TIGR02065	archaeal exosome-like complex exonuclease 1
650726625	84	1	84	1.6e-41	126.8	TIGR00280	ribosomal protein L37a
650726629	116	4	113	3.2e-43	132.4	TIGR02338	prefoldin, beta subunit, archaeal
650726638	380	9	380	0.0e+00	507.5	TIGR01209	RNA ligase, Pab1020 family
650726639	197	3	191	5.1e-74	234.2	TIGR03875	RNA ligase partner, MJ_0950 family
650726645	763	28	463	2.0e-113	366.1	TIGR02123	TRAP transporter, 4TM/12TM fusion protein
650726647	344	1	335	5.5e-102	326.9	TIGR02122	TRAP transporter solute receptor, TAXI family
650726648	647	221	578	2.3e-116	374.4	TIGR00238	KamA family protein
650726650	373	26	370	0.0e+00	453.8	TIGR00065	cell division protein FtsZ
650726651	63	5	63	4.2e-25	73.6	TIGR00327	protein translocase SEC61 complex gamma subunit, archaeal and eukaryotic
650726652	152	7	151	1.3e-57	180	TIGR00405	ribosomal protein L24p/L26e, archaeal
650726656	104	1	104	4.2e-47	145	TIGR03685	50S ribosomal protein L12P
650726658	157	2	153	2.4e-47	147	TIGR02274	deoxycytidine triphosphate deaminase
650726663	424	4	392	0.0e+00	474.5	TIGR04013	B12-binding domain/radical SAM domain protein, MJ_1487 family
650726666	209	1	196	6.7e-62	194.7	TIGR00041	thymidylate kinase
650726672	833	105	692	0.0e+00	878	TIGR02094	alpha-glucan phosphorylases
650726676	167	14	136	3.0e-22	65.3	TIGR00305	putative toxin-antitoxin system toxin component, PIN family
650726677	571	1	571	0.0e+00	700.4	TIGR00463	glutamyl-tRNA synthetase, archaeal and eukaryotic family
650726687	493	3	487	0.0e+00	727.1	TIGR01311	glycerol kinase
650726696	226	4	222	3.9e-52	163.2	TIGR00024	putative phosphoesterase, SbcD/Mre11-related
650726707	1118	519	1118	0.0e+00	1064.7	TIGR03670	DNA-directed RNA polymerase subunit B
650726708	906	5	894	0.0e+00	1433.2	TIGR02390	DNA-directed RNA polymerase subunit A'
650726709	394	17	385	0.0e+00	507.1	TIGR02389	DNA-directed RNA polymerase, subunit A''
650726711	145	1	145	9.6e-63	196.8	TIGR01952	NusA family KH domain protein, archaeal
650726712	147	9	147	6.1e-86	271.3	TIGR00982	ribosomal protein S23 (S12)
650726713	215	14	215	1.7e-97	310.6	TIGR01028	ribosomal protein S7(archaeal)/S5(eukaryotic)
650726719	276	16	255	8.2e-101	323.4	TIGR01718	uridine phosphorylase
650726719	276	18	254	3.9e-36	111.7	TIGR00107	purine-nucleoside phosphorylase, family 1 (deoD)
650726722	267	3	248	4.8e-98	313.3	TIGR01694	5'-deoxy-5'-methylthioadenosine phosphorylase
650726754	333	2	331	1.3e-109	352.5	TIGR01177	TIGR01177 family protein
650726757	330	15	327	1.6e-78	250.2	TIGR00345	arsenite-activated ATPase ArsA
650726760	593	4	589	0.0e+00	766.2	TIGR01108	oxaloacetate decarboxylase alpha subunit
650726762	249	12	247	5.0e-69	218.5	TIGR00121	birA, biotin-[acetyl-CoA-carboxylase] ligase region
650726768	92	2	89	1.4e-29	88.4	TIGR00251	TIGR00251 family protein
650726770	570	4	566	0.0e+00	735.1	TIGR00389	glycyl-tRNA synthetase, dimeric type
650726774	454	15	426	1.2e-127	412	TIGR00797	putative efflux protein, MATE family
650726778	379	6	379	4.2e-105	338.2	TIGR00308	tRNA(guanine-26,N2-N2) methyltransferase
650726783	356	1	355	1.0e-114	369.4	TIGR00111	putative translation factor pelota
650726788	665	1	161	8.2e-17	48.5	TIGR00231	small GTP-binding protein domain
650726788	665	9	632	0.0e+00	629.6	TIGR00437	ferrous iron transporter FeoB
650726789	90	19	87	8.9e-09	22	TIGR04085	radical SAM additional 4Fe4S-binding domain
650726792	177	2	175	1.6e-75	238.9	TIGR00421	polyprenyl P-hydroxybenzoate and phenylacrylic acid decarboxylases
650726794	173	1	165	7.7e-35	106.3	TIGR00318	adenylyl cyclase CyaB, putative
650726799	322	6	322	3.2e-90	288.7	TIGR00383	magnesium Mg(2+) and cobalt Co(2+) transport protein (corA)
650726800	230	3	230	2.5e-111	356.9	TIGR00035	aspartate racemase
650726801	174	4	172	8.9e-60	187.4	TIGR00636	ATP:cob(I)alamin adenosyltransferase
650726806	242	1	221	4.3e-92	295.8	TIGR02253	HAD superfamily (subfamily IA) hydrolase, TIGR02253
650726806	242	80	197	2.5e-15	44.9	TIGR01662	HAD-superfamily hydrolase, subfamily IIIA
650726806	242	83	188	6.5e-16	47.1	TIGR01549	haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E
650726806	242	85	194	1.6e-14	42.4	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
650726812	109	3	109	7.8e-41	125.1	TIGR01384	transcription factor S, archaeal
650726814	250	2	250	4.4e-41	127	TIGR00590	proliferating cell nuclear antigen (pcna)
650726819	570	7	565	0.0e+00	679.4	TIGR03710	2-oxoacid:acceptor oxidoreductase, alpha subunit
650726820	291	18	289	5.2e-113	363.2	TIGR02177	2-oxoacid:acceptor oxidoreductase, beta subunit, pyruvate/2-ketoisovalerate family
650726827	115	7	115	7.6e-36	109	TIGR00332	desulfoferrodoxin ferrous iron-binding domain
650726850	264	2	264	3.2e-82	261.8	TIGR00162	TIGR00162 family protein
650726851	421	4	381	3.6e-129	417.3	TIGR00375	TIGR00375 family protein
650726853	311	1	308	6.0e-91	290.7	TIGR01379	thiamine-monophosphate kinase
650726860	572	4	568	4.2e-85	272.4	TIGR01564	S-layer protein, MJ0822 family
650726863	280	15	267	7.3e-83	263.8	TIGR00755	dimethyladenosine transferase
650726867	389	6	389	0.0e+00	491.6	TIGR01213	TIGR01213 family protein
650726869	439	31	434	0.0e+00	656.7	TIGR02153	glutamyl-tRNA(Gln) amidotransferase, subunit D
650726869	439	92	430	0.0e+00	486.7	TIGR00519	L-asparaginases, type I
650726870	627	2	626	0.0e+00	795.5	TIGR00134	glutamyl-tRNA(Gln) amidotransferase, subunit E
650726873	408	1	408	0.0e+00	559.4	TIGR00533	3-hydroxy-3-methylglutaryl Coenzyme A reductase, hydroxymethylglutaryl-CoA reductase (NADP)
650726876	350	4	337	5.2e-26	78.4	TIGR01202	2-desacetyl-2-hydroxyethyl bacteriochlorophyllide A dehydrogenase
650726876	350	7	347	0.0e+00	605.6	TIGR00692	L-threonine 3-dehydrogenase
650726877	503	164	501	1.2e-101	326.2	TIGR00468	phenylalanyl-tRNA synthetase, alpha subunit
650726878	559	1	554	0.0e+00	617.1	TIGR00471	phenylalanyl-tRNA synthetase, beta subunit
650726881	266	1	222	2.8e-58	183.3	TIGR00071	pseudouridylate synthase I
650726883	422	2	410	4.6e-125	403.6	TIGR00148	UbiD family decarboxylases
650726884	260	3	254	1.0e-81	260.4	TIGR00112	pyrroline-5-carboxylate reductase
650726885	328	1	323	0.0e+00	423.2	TIGR00978	aspartate-semialdehyde dehydrogenase (non-peptidoglycan organisms)
650726886	391	46	368	1.7e-112	361.9	TIGR00260	threonine synthase
650726887	295	1	291	4.2e-65	206.5	TIGR00191	homoserine kinase
650726888	365	10	349	2.4e-109	352.6	TIGR02078	Pyrococcus aspartate kinase subunit, putative
650726888	365	8	318	1.0e-72	232.6	TIGR00657	aspartate kinase
650726892	261	2	259	0.0e+00	424.1	TIGR01361	phospho-2-dehydro-3-deoxyheptonate aldolase
650726893	332	1	323	1.9e-101	325.6	TIGR01357	3-dehydroquinate synthase
650726894	216	1	208	9.2e-50	155.8	TIGR01093	3-dehydroquinate dehydratase, type I
650726895	272	7	267	6.0e-93	296.9	TIGR00507	shikimate 5-dehydrogenase
650726896	271	5	268	8.0e-100	319.6	TIGR01920	shikimate kinase
650726897	403	12	403	3.8e-125	403.9	TIGR01356	3-phosphoshikimate 1-carboxyvinyltransferase
650726898	360	6	352	0.0e+00	422.8	TIGR00033	chorismate synthase
650726899	76	3	72	2.3e-22	65.2	TIGR01808	monofunctional chorismate mutase, high GC gram positive type
650726902	196	124	196	1.6e-11	30.2	TIGR01494	ATPase, P-type (transporting), HAD superfamily, subfamily IC
650726902	196	4	166	1.2e-26	80.8	TIGR01488	Haloacid Dehalogenase superfamily, subfamily IB, phosphoserine phosphatase-like
650726904	337	4	332	3.0e-104	334.6	TIGR01141	histidinol-phosphate aminotransferase
650726905	208	123	203	1.1e-32	98.4	TIGR03188	phosphoribosyl-ATP pyrophosphohydrolase
650726906	257	7	255	1.1e-113	364.7	TIGR00735	imidazoleglycerol phosphate synthase, cyclase subunit
650726907	229	3	223	1.1e-74	236.9	TIGR00007	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
650726908	196	2	196	3.7e-68	215.3	TIGR01855	imidazole glycerol phosphate synthase, glutamine amidotransferase subunit
650726910	377	9	376	0.0e+00	443.8	TIGR00069	histidinol dehydrogenase
650726911	205	1	178	1.1e-66	210.3	TIGR00070	ATP phosphoribosyltransferase
650726915	323	1	308	1.9e-54	171	TIGR00144	beta-RFAP synthase
650726917	274	12	269	9.4e-77	244.1	TIGR01496	dihydropteroate synthase
650726926	334	5	333	0.0e+00	606.4	TIGR01546	glyceraldehyde-3-phosphate dehydrogenase, type II
650726927	252	1	174	7.9e-29	86.6	TIGR00177	molybdenum cofactor synthesis domain
650726928	275	3	271	9.1e-49	152.2	TIGR00524	eIF-2B alpha/beta/delta-related uncharacterized proteins
650726930	226	1	226	2.1e-57	180.5	TIGR00035	aspartate racemase
650726931	404	16	401	0.0e+00	431.1	TIGR00521	phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase, prokaryotic
650726932	660	4	657	0.0e+00	835.5	TIGR01591	formate dehydrogenase, alpha subunit, archaeal-type
650726934	118	2	116	8.8e-32	96.1	TIGR00494	protein CrcB
650726943	242	42	239	3.7e-50	157.2	TIGR01877	CRISPR-associated endoribonuclease Cas6
650726944	758	32	379	1.4e-64	206	TIGR01587	CRISPR-associated helicase Cas3
650726944	758	561	748	5.2e-24	72.9	TIGR01596	CRISPR-associated endonuclease Cas3-HD
650726947	316	8	258	3.4e-51	159.7	TIGR01875	CRISPR-associated autoregulator DevR family
650726948	224	3	46	6.9e-11	29	TIGR02593	CRISPR-associated protein Cas5, N-terminal domain
650726948	224	4	158	1.7e-11	31.4	TIGR01874	CRISPR-associated protein Cas5, subtype I-A/APERN
650726949	170	12	170	7.5e-28	83.6	TIGR00372	CRISPR-associated protein Cas4
650726950	322	4	322	0.0e+00	459.7	TIGR03641	CRISPR-associated endonuclease Cas1, subtype I-B/HMARI/TNEAP
650726950	322	5	317	2.0e-104	336.2	TIGR00287	CRISPR-associated endonuclease Cas1
650726951	85	1	83	2.4e-17	49.3	TIGR01573	CRISPR-associated endoribonuclease Cas2
650726953	330	23	322	1.1e-38	118.9	TIGR01379	thiamine-monophosphate kinase
650726956	338	95	301	4.0e-74	234.8	TIGR00706	signal peptide peptidase SppA, 36K type
650726962	625	20	603	0.0e+00	584.8	TIGR00418	threonyl-tRNA synthetase
650726971	570	9	535	0.0e+00	766.9	TIGR01052	DNA topoisomerase VI, B subunit
650726972	222	40	215	7.8e-74	233.2	TIGR03665	arCOG04150 universal archaeal KH domain protein
650726974	114	7	105	5.7e-36	108.8	TIGR00523	eukaryotic/archaeal initiation factor 1A
650726975	300	24	298	1.6e-111	358	TIGR00064	signal recognition particle-docking protein FtsY
650726977	425	18	423	0.0e+00	432.1	TIGR02358	putative hydroxymethylpyrimidine transporter CytX
650726977	425	5	403	3.2e-69	220.6	TIGR00800	NCS1 nucleoside transporter family
650726978	266	8	256	9.4e-102	325.8	TIGR00694	hydroxyethylthiazole kinase
650726979	209	8	198	6.6e-69	217.2	TIGR00693	thiamine-phosphate pyrophosphorylase
650726980	449	10	262	2.6e-107	343.8	TIGR00097	phosphomethylpyrimidine kinase
650726994	474	1	472	0.0e+00	609	TIGR00435	cysteinyl-tRNA synthetase
650727007	149	4	147	4.1e-36	110.3	TIGR00072	hydrogenase maturation protease
650727017	292	1	291	8.8e-85	270.6	TIGR00380	cobalamin biosynthesis protein CobD
650727020	247	91	227	3.2e-22	65.1	TIGR00758	uracil-DNA glycosylase, family 4
650727023	213	1	213	1.3e-36	112.4	TIGR00290	MJ0570-related uncharacterized domain
650727024	152	6	134	1.1e-55	173.9	TIGR03161	alpha-ribazole phosphatase CobZ
650727025	231	1	224	5.7e-51	159.7	TIGR00317	cobalamin 5'-phosphate synthase/cobalamin synthase
650727027	483	5	477	0.0e+00	531.2	TIGR00313	cobyric acid synthase CobQ
650727030	333	1	320	8.3e-100	320.2	TIGR00303	TIGR00303 family protein
650727055	552	11	528	0.0e+00	790.7	TIGR02339	thermosome, various subunits, archaeal
650727056	323	105	316	9.8e-80	252.8	TIGR03724	Kae1-associated kinase Bud32
650727059	156	3	148	2.9e-58	182	TIGR00581	molybdenum cofactor biosynthesis protein MoaC
650727073	291	1	263	5.1e-95	304	TIGR00222	3-methyl-2-oxobutanoate hydroxymethyltransferase
650727076	102	2	100	1.0e-54	169.3	TIGR01046	ribosomal protein S10(archaeal)/S20(eukaryotic)
650727077	428	1	426	1.7e-84	271.4	TIGR00485	translation elongation factor TU
650727077	428	1	428	0.0e+00	703	TIGR00483	translation elongation factor EF-1 alpha
650727077	428	5	195	3.6e-19	56.8	TIGR00231	small GTP-binding protein domain
650727079	732	19	174	7.3e-24	72	TIGR00231	small GTP-binding protein domain
650727079	732	3	721	0.0e+00	1243.3	TIGR00490	translation elongation factor aEF-2
650727080	261	2	247	4.8e-75	238.2	TIGR00087	5'/3'-nucleotidase SurE
650727082	322	3	320	0.0e+00	426.3	TIGR01210	TIGR01210 family protein
650727089	188	3	182	1.5e-28	85.9	TIGR02175	2-oxoacid:acceptor oxidoreductase, gamma subunit, pyruvate/2-ketoisovalerate family
650727099	353	15	343	0.0e+00	428.8	TIGR00512	S-methyl-5-thioribose-1-phosphate isomerase
650727099	353	41	343	1.3e-119	385.8	TIGR00524	eIF-2B alpha/beta/delta-related uncharacterized proteins
650727112	253	1	250	2.1e-76	242.7	TIGR00010	hydrolase, TatD family
650727114	506	1	501	2.2e-103	332.3	TIGR00284	dihydropteroate synthase-related protein
650727121	291	4	288	2.4e-72	229.2	TIGR00674	dihydrodipicolinate synthase
650727126	719	6	666	0.0e+00	952.3	TIGR01057	DNA topoisomerase I, archaeal
650727128	397	5	305	4.1e-78	249	TIGR02032	geranylgeranyl reductase family
650727131	224	4	222	6.9e-91	289.8	TIGR02187	Glutaredoxin-like domain protein
650727134	224	2	211	3.1e-75	238.5	TIGR01351	adenylate kinases
650727135	87	1	87	1.9e-27	81.8	TIGR01687	MoaD family protein, archaeal
650727136	93	2	93	1.9e-30	91.7	TIGR00106	uncharacterized protein, MTH1187 family
650727140	602	2	602	0.0e+00	816.5	TIGR01135	glucosamine--fructose-6-phosphate aminotransferase (isomerizing)
650727145	227	6	209	8.1e-83	263.6	TIGR00729	ribonuclease H, mammalian HI/archaeal HII subfamily
650727151	205	1	200	3.6e-57	179.2	TIGR00257	uncharacterized protein, YigZ family
650727157	139	5	133	3.5e-37	113.7	TIGR02793	nickel-responsive transcriptional regulator NikR
650727160	266	36	265	6.3e-91	289.8	TIGR00055	undecaprenyl diphosphate synthase
650727166	184	1	175	1.2e-48	151.3	TIGR00318	adenylyl cyclase CyaB, putative
650727169	494	95	470	1.0e-117	379.5	TIGR00933	potassium uptake protein, TrkH family
650727171	296	1	204	1.8e-42	132.5	TIGR00500	methionine aminopeptidase, type I
650727171	296	1	296	2.4e-126	408.2	TIGR00501	methionine aminopeptidase, type II
650727175	417	1	396	0.0e+00	529.2	TIGR03992	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase
650727175	417	2	341	5.5e-77	245.9	TIGR01208	glucose-1-phosphate thymidylylransferase, long form
650727176	270	6	261	1.0e-41	129.3	TIGR00753	undecaprenyl-diphosphatase UppP
650727179	346	165	332	1.1e-21	63.3	TIGR00231	small GTP-binding protein domain
650727180	131	1	127	4.7e-51	158.4	TIGR00307	ribosomal protein S8.e
650727183	533	1	525	0.0e+00	847.6	TIGR00337	CTP synthase
650727187	321	4	185	6.3e-37	113.9	TIGR00675	DNA-methyltransferase (dcm)
650727193	887	2	874	0.0e+00	916.9	TIGR00422	valyl-tRNA synthetase
650727196	169	13	159	8.5e-42	128.7	TIGR00177	molybdenum cofactor synthesis domain
650727197	396	182	313	4.1e-25	74.6	TIGR00177	molybdenum cofactor synthesis domain
650727200	214	1	200	1.6e-20	59.8	TIGR00040	phosphoesterase, MJ0936 family
650727203	480	5	480	0.0e+00	600.3	TIGR00408	prolyl-tRNA synthetase, family I
650727215	731	4	552	0.0e+00	588.8	TIGR00398	methionyl-tRNA synthetase
650727215	731	595	731	2.0e-41	128.2	TIGR00399	methionyl-tRNA synthetase C-terminal region/beta chain
650727216	115	2	112	3.4e-25	75	TIGR00039	6-pyruvoyl tetrahydropterin synthase/QueD family protein
650727217	405	8	374	3.6e-108	348.1	TIGR00900	H+ Antiporter protein
650727222	224	40	185	2.6e-10	28.6	TIGR01549	haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E
650727222	224	71	191	6.5e-11	30.3	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
650727226	233	2	227	4.7e-77	246.6	TIGR01487	sucrose-phosphate phosphatase-like hydrolase, Archaeal
650727226	233	4	196	1.3e-16	49.3	TIGR01484	HAD-superfamily hydrolase, subfamily IIB
650727226	233	5	231	2.9e-71	227.6	TIGR01482	sucrose-phosphate phosphatase subfamily
650727227	422	5	422	2.5e-88	283.1	TIGR00094	tRNA pseudouridine synthase, TruD family
650727228	118	4	118	1.8e-48	149.8	TIGR00283	peptidyl-tRNA hydrolase
650727230	438	5	438	0.0e+00	614.3	TIGR00458	aspartyl-tRNA synthetase, archaeal type
650727230	438	5	438	4.1e-97	312.7	TIGR00457	asparaginyl-tRNA synthetase
650727232	204	30	112	1.4e-14	40	TIGR00277	uncharacterized domain HDIG
650727235	214	1	192	4.3e-25	77.2	TIGR01428	2-haloalkanoic acid dehalogenase, type II
650727235	214	1	207	2.1e-57	182.7	TIGR02253	HAD superfamily (subfamily IA) hydrolase, TIGR02253
650727235	214	65	185	4.7e-14	41.2	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
650727235	214	75	179	3.4e-17	51.6	TIGR01549	haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E
650727235	214	75	188	1.6e-16	49	TIGR01662	HAD-superfamily hydrolase, subfamily IIIA
650727237	435	248	435	1.2e-78	250.2	TIGR03127	6-phospho 3-hexuloisomerase
650727237	435	31	236	1.9e-85	272.7	TIGR03128	3-hexulose-6-phosphate synthase
650727242	1216	1	1213	0.0e+00	1498.8	TIGR01054	reverse gyrase
650727248	475	6	474	0.0e+00	580.6	TIGR01064	pyruvate kinase
650727250	270	1	147	1.9e-20	59.5	TIGR00374	conserved hypothetical protein
650727254	64	1	64	1.7e-34	104	TIGR04140	TIGR04140 family protein
650727272	208	5	202	5.4e-33	100.4	TIGR00372	CRISPR-associated protein Cas4
650727273	214	1	131	1.6e-36	111.8	TIGR00104	putative methyltransferase, YaeB/AF_0241 family
650727277	188	1	179	4.1e-25	74.6	TIGR00231	small GTP-binding protein domain
650727291	461	18	460	1.1e-92	297.3	TIGR00791	gluconate transporter
650727292	222	1	222	2.7e-105	336.8	TIGR00703	TIGR00703 family protein
650727297	444	11	438	0.0e+00	727	TIGR03326	ribulose bisphosphate carboxylase, type III
650727299	172	2	160	2.9e-41	127.3	TIGR00040	phosphoesterase, MJ0936 family
650727307	180	31	177	4.7e-47	145.5	TIGR00481	Raf kinase inhibitor-like protein, YbhB/YbcL family
650727317	116	31	113	1.2e-25	75.6	TIGR00411	small redox-active disulfide protein 1
650727322	455	32	438	0.0e+00	625.9	TIGR01703	hydroxylamine reductase
650727332	213	23	136	2.5e-34	103.7	TIGR01971	NADH-quinone oxidoreductase, chain I
650727335	190	2	144	4.7e-46	142.4	TIGR01957	NADH-quinone oxidoreductase, B subunit
650727338	496	8	468	2.9e-73	233.4	TIGR01770	proton-translocating NADH-quinone oxidoreductase, chain N
650727342	127	9	108	3.9e-31	93.5	TIGR01300	monovalent cation/proton antiporter, MnhG/PhaG subunit
650727344	168	21	168	4.1e-64	201	TIGR00942	Monovalent Cation (K+ or Na+):Proton Antiporter-3 (CPA3) subfamily
650727347	377	1	364	0.0e+00	446.2	TIGR00236	UDP-N-acetylglucosamine 2-epimerase
650727348	428	10	409	3.5e-130	420.4	TIGR03026	nucleotide sugar dehydrogenase
650727352	647	10	375	1.0e-92	297.2	TIGR00456	arginyl-tRNA synthetase
650727354	294	3	290	2.3e-57	180	TIGR00674	dihydrodipicolinate synthase
650727355	415	7	414	0.0e+00	593.3	TIGR03676	peptide chain release factor 1, archaeal and eukaryotic forms
650727360	434	264	346	4.7e-10	26.1	TIGR01766	transposase, IS605 OrfB family, central region
650727380	237	3	236	6.6e-62	195.3	TIGR00297	TIGR00297 family protein
650727387	130	3	129	8.0e-54	167.3	TIGR00004	endoribonuclease L-PSP, putative
650727389	639	24	629	0.0e+00	1123.1	TIGR00764	lon-related putative ATP-dependent protease
650727393	578	4	338	2.0e-89	287.5	TIGR00449	tRNA-guanine transglycosylases, various specificities
