gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
650726494	576	35.62	10	442	6	440	3.0e-60	226	COG0038	Chloride channel protein EriC	443
650726495	446	29.4	16	435	10	415	1.0e-43	171	COG0025	NhaP-type Na+/H+ and K+/H+ antiporters	429
650726496	285	38.61	1	283	1	301	2.0e-60	225	COG0010	Arginase/agmatinase/formimionoglutamate hydrolase, arginase family	305
650726497	136	32.06	4	134	1	128	2.0e-28	117	COG0231	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)	131
650726499	219	53.6	1	218	2	220	2.0e-71	262	COG1756	Uncharacterized conserved protein	223
650726500	354	35.81	1	349	2	378	2.0e-74	272	COG1748	Saccharopine dehydrogenase and related proteins	389
650726501	201	22.44	29	171	2	133	2.0e-06	45.8	COG0622	Predicted phosphoesterase	172
650726505	310	43.49	1	309	45	354	5.0e-88	317	COG0144	tRNA and rRNA cytosine-C5-methylases	355
650726506	315	61.41	2	311	1	310	0.0e+00	485	COG0078	Ornithine carbamoyltransferase	310
650726507	244	31.15	1	243	15	272	2.0e-52	199	COG1351	Predicted alternative thymidylate synthase	273
650726509	172	37.59	19	158	1	138	3.0e-32	131	COG0537	Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases	138
650726511	410	56.48	1	404	2	408	0.0e+00	549	COG3635	Predicted phosphoglycerate mutase, AP superfamily	408
650726512	180	33.74	11	173	1	145	2.0e-33	134	COG0197	Ribosomal protein L16/L10E	146
650726513	387	22.65	49	377	55	386	1.0e-04	41.3	COG2814	Arabinose efflux permease	394
650726514	383	43.87	17	382	3	367	1.0e-112	399	COG0075	Serine-pyruvate aminotransferase/archaeal aspartate aminotransferase	383
650726515	197	24.34	1	186	112	300	4.0e-21	94.7	COG0630	Type IV secretory pathway, VirB11 components, and related ATPases involved in archaeal flagella biosynthesis	312
650726516	501	21.13	77	275	804	1015	1.0e-04	41.9	COG1196	Chromosome segregation ATPases	1163
650726517	328	21.2	134	308	50	222	5.0e-06	45.6	COG1520	FOG: WD40-like repeat	370
650726521	304	29.81	6	301	125	433	3.0e-62	231	COG0017	Aspartyl/asparaginyl-tRNA synthetases	435
650726522	186	34.18	1	159	3	193	2.0e-22	98.9	COG0778	Nitroreductase	207
650726523	470	46.62	20	466	1	450	0.0e+00	465	COG0493	NADPH-dependent glutamate synthase beta chain and related oxidoreductases	457
650726524	278	36.58	1	250	9	252	5.0e-48	184	COG0543	2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases	252
650726525	334	20.39	229	331	310	385	6.0e-05	42.2	COG1139	Uncharacterized conserved protein containing a ferredoxin-like domain	459
650726526	289	29.39	5	281	6	249	7.0e-46	177	COG0543	2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases	252
650726527	245	36.99	1	210	3	218	3.0e-51	195	COG1941	Coenzyme F420-reducing hydrogenase, gamma subunit	247
650726528	416	38.28	1	416	2	428	6.0e-101	361	COG3259	Coenzyme F420-reducing hydrogenase, alpha subunit	441
650726530	106	24.47	19	105	406	499	9.0e-06	42.1	COG0532	Translation initiation factor 2 (IF-2; GTPase)	509
650726531	281	59.43	1	280	5	285	7.0e-108	383	COG1831	Predicted metal-dependent hydrolase (urease superfamily)	285
650726532	350	54.78	1	344	2	340	3.0e-117	415	COG0430	RNA 3'-terminal phosphate cyclase	341
650726534	170	37.93	1	166	2	170	6.0e-36	143	COG0622	Predicted phosphoesterase	172
650726535	164	22.94	51	159	3	110	5.0e-03	34.2	COG1711	Uncharacterized protein conserved in archaea	223
650726536	1624	51.68	15	392	7	389	7.0e-107	383	COG1241	Predicted ATPase involved in replication control, Cdc46/Mcm family	682
650726537	148	51.85	12	145	4	138	6.0e-42	163	COG1601	Translation initiation factor 2, beta subunit (eIF-2beta)/eIF-5 N-terminal domain	151
650726538	522	62.62	1	522	9	526	0.0e+00	718	COG4799	Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)	526
650726539	126	27.91	6	91	4	84	2.0e-09	54.9	COG3630	Na+-transporting methylmalonyl-CoA/oxaloacetate decarboxylase, gamma subunit	84
650726540	153	38.78	6	152	3	138	5.0e-21	93.6	COG0511	Biotin carboxyl carrier protein	140
650726541	374	67.2	4	374	1	375	0.0e+00	480	COG1883	Na+-transporting methylmalonyl-CoA/oxaloacetate decarboxylase, beta subunit	375
650726542	282	28.57	2	116	173	289	1.0e-12	67.2	COG2524	Predicted transcriptional regulator, contains C-terminal CBS domains	294
650726543	333	41.35	1	330	1	327	2.0e-81	296	COG0460	Homoserine dehydrogenase	333
650726544	175	19.4	11	142	7	113	6.0e-03	33.8	COG4933	Uncharacterized conserved protein	124
650726545	209	50.98	3	206	4	201	2.0e-57	215	COG1779	C4-type Zn-finger protein	201
650726546	133	34.85	1	132	2	118	2.0e-11	61.8	COG2450	Uncharacterized conserved protein	124
650726548	258	49.81	1	258	4	268	2.0e-69	255	COG2106	Uncharacterized conserved protein	272
650726549	346	28.72	38	331	1	218	5.0e-50	191	COG0087	Ribosomal protein L3	218
650726550	255	33.47	1	243	2	214	7.0e-47	180	COG0088	Ribosomal protein L4	214
650726551	86	52.87	3	86	1	87	7.0e-19	85.2	COG0089	Ribosomal protein L23	94
650726552	239	47.3	1	238	34	268	4.0e-75	274	COG0090	Ribosomal protein L2	275
650726553	132	61.7	32	125	1	93	2.0e-34	137	COG0185	Ribosomal protein S19	93
650726554	156	39.33	8	156	1	120	2.0e-29	121	COG0091	Ribosomal protein L22	120
650726555	207	43.69	2	206	13	215	2.0e-53	202	COG0092	Ribosomal protein S3	233
650726556	66	53.97	2	64	4	65	3.0e-05	40.2	COG0255	Ribosomal protein L29	69
650726557	98	48.45	2	98	8	104	1.0e-21	94.9	COG0023	Translation initiation factor 1 (eIF-1/SUI1) and related proteins	104
650726558	73	51.35	2	73	21	94	5.0e-14	69.5	COG1588	RNase P/RNase MRP subunit p29	95
650726559	111	56.32	23	109	1	86	2.0e-24	104	COG0186	Ribosomal protein S17	87
650726560	144	47.62	23	144	1	122	6.0e-32	129	COG0093	Ribosomal protein L14	122
650726561	120	29.21	42	118	1	87	7.0e-12	62.6	COG0198	Ribosomal protein L24	104
650726562	248	58.37	4	248	2	238	2.0e-90	325	COG1471	Ribosomal protein S4E	241
650726563	183	43.11	5	162	14	180	2.0e-49	188	COG0094	Ribosomal protein L5	180
650726564	56	42	9	55	12	59	1.0e-05	41.4	COG0199	Ribosomal protein S14	61
650726565	130	51.13	1	130	1	132	5.0e-41	159	COG0096	Ribosomal protein S8	132
650726566	184	42.78	6	183	4	178	2.0e-45	175	COG0097	Ribosomal protein L6P/L9E	178
650726567	126	70.16	3	126	7	128	2.0e-35	141	COG1717	Ribosomal protein L32E	133
650726568	150	63.76	1	149	1	149	7.0e-40	156	COG2147	Ribosomal protein L19E	150
650726569	201	46.09	5	131	1	125	3.0e-36	145	COG0256	Ribosomal protein L18	125
650726570	235	41.18	27	230	1	180	8.0e-46	176	COG0098	Ribosomal protein S5	181
650726571	155	40	4	58	1	55	6.0e-15	73.6	COG1841	Ribosomal protein L30/L7E	55
650726572	147	30.92	2	147	1	151	2.0e-25	108	COG0200	Ribosomal protein L15	152
650726573	462	29.4	9	462	1	435	9.0e-73	267	COG0201	Preprotein translocase subunit SecY	436
650726574	196	54.74	2	191	4	189	2.0e-58	219	COG2019	Archaeal adenylate kinase	189
650726575	173	44	1	173	25	198	2.0e-41	161	COG1422	Predicted membrane protein	201
650726576	89	61.8	1	88	2	90	6.0e-21	92.3	COG2174	Ribosomal protein L34E	93
650726577	183	64.2	2	176	3	178	1.0e-72	265	COG1102	Cytidylate kinase	179
650726578	90	55.13	1	77	2	79	2.0e-17	80.8	COG2163	Ribosomal protein L14E/L6E/L27E	125
650726579	234	31.47	1	215	6	236	4.0e-44	171	COG0300	Short-chain dehydrogenases of various substrate specificities	265
650726580	74	45.1	7	56	8	58	6.0e-05	39.2	COG1598	Uncharacterized conserved protein	73
650726581	79	49.28	1	67	1	65	1.0e-08	51.1	COG1724	Predicted periplasmic or secreted lipoprotein	66
650726582	334	43.43	34	326	5	271	2.0e-75	276	COG0130	Pseudouridine synthase	271
650726586	148	37.76	7	147	1	121	3.0e-31	127	COG0099	Ribosomal protein S13	121
650726587	181	33.13	6	168	8	159	2.0e-31	128	COG0522	Ribosomal protein S4 and related proteins	205
650726588	136	55.12	7	133	12	129	2.0e-38	151	COG0100	Ribosomal protein S11	129
650726589	258	24.6	1	251	5	314	9.0e-31	127	COG0202	DNA-directed RNA polymerase, alpha subunit/40 kD subunit	317
650726591	120	65.83	1	120	3	122	1.0e-43	168	COG1727	Ribosomal protein L18E	122
650726592	142	41.86	1	116	15	142	1.0e-27	115	COG0102	Ribosomal protein L13	148
650726593	135	43.38	1	135	3	130	7.0e-33	132	COG0103	Ribosomal protein S9	130
650726594	65	68.25	1	63	1	63	2.0e-23	100	COG1644	DNA-directed RNA polymerase, subunit N (RpoN/RPB10)	63
650726596	57	35.09	1	56	11	67	3.0e-08	50.3	COG1758	DNA-directed RNA polymerase, subunit K/omega	74
650726597	341	29.67	1	340	1	418	2.0e-71	262	COG0148	Enolase	423
650726598	201	35.48	6	200	4	250	3.0e-53	201	COG0052	Ribosomal protein S2	252
650726599	292	49.16	1	290	2	279	5.0e-89	321	COG1355	Predicted dioxygenase	279
650726601	125	33.33	3	49	7	54	1.0e-03	35.2	COG1669	Predicted nucleotidyltransferases	97
650726602	219	54.08	98	195	3	100	4.0e-32	131	COG2361	Uncharacterized conserved protein	117
650726603	333	46.34	3	328	1	307	9.0e-79	287	COG1577	Mevalonate kinase	307
650726604	266	43.8	2	258	3	251	2.0e-62	232	COG1608	Predicted archaeal kinase	252
650726605	373	40	3	358	6	360	2.0e-87	316	COG1304	L-lactate dehydrogenase (FMN-dependent) and related alpha-hydroxy acid dehydrogenases	360
650726606	441	37.89	2	439	9	427	6.0e-110	391	COG0595	Predicted hydrolase of the metallo-beta-lactamase superfamily	555
650726607	342	45	7	342	3	322	3.0e-82	298	COG0142	Geranylgeranyl pyrophosphate synthase	322
650726609	458	32.18	4	438	3	359	3.0e-28	120	COG1672	Predicted ATPase (AAA+ superfamily)	359
650726611	958	34.83	3	871	6	789	0.0e+00	709	COG0495	Leucyl-tRNA synthetase	814
650726612	194	71.65	1	194	2	195	2.0e-67	248	COG1632	Ribosomal protein L15E	195
650726615	151	55.03	1	149	2	147	6.0e-44	169	COG1325	Predicted exosome subunit	149
650726616	211	39.07	2	211	1	213	2.0e-45	175	COG1603	RNase P/RNase MRP subunit p30	229
650726617	446	68.45	4	434	2	432	0.0e+00	697	COG1350	Predicted alternative tryptophan synthase beta-subunit (paralog of TrpB)	432
650726619	119	46.22	1	119	1	119	2.0e-32	130	COG1369	RNase P/RNase MRP subunit POP5	124
650726620	260	53.78	8	240	1	235	2.0e-67	248	COG0638	20S proteasome, alpha and beta subunits	236
650726621	236	59.83	2	235	1	234	5.0e-81	294	COG1500	Predicted exosome subunit	234
650726622	255	52.72	5	242	4	239	2.0e-71	262	COG1097	RNA-binding protein Rrp4 and related proteins (contain S1 domain and KH domain)	239
650726623	246	50	8	234	1	230	7.0e-78	283	COG0689	RNase PH	230
650726624	270	56.51	1	268	4	272	2.0e-87	316	COG2123	RNase PH-related exoribonuclease	272
650726625	84	66.67	1	84	2	85	1.0e-24	104	COG1997	Ribosomal protein L37AE/L43A	89
650726626	49	57.14	1	49	2	49	4.0e-07	46.5	COG1996	DNA-directed RNA polymerase, subunit RPC10 (contains C4-type Zn-finger)	49
650726627	212	36.36	1	198	3	191	2.0e-41	162	COG2136	Predicted exosome subunit/U3 small nucleolar ribonucleoprotein (snoRNP) component, contains IMP4 domain	191
650726628	80	56.25	1	80	1	78	1.0e-19	87.7	COG2892	Uncharacterized protein conserved in archaea	82
650726629	116	51.72	1	116	1	116	2.0e-16	78	COG1382	Prefoldin, chaperonin cofactor	119
650726631	107	32.56	7	47	6	48	2.0e-03	34.4	COG1669	Predicted nucleotidyltransferases	97
650726632	135	41.13	1	124	4	127	5.0e-22	96.5	COG1895	Uncharacterized conserved protein related to C-terminal domain of eukaryotic chaperone, SACSIN	129
650726633	325	28.53	3	323	2	325	1.0e-44	173	COG0618	Exopolyphosphatase-related proteins	332
650726636	241	67.77	1	241	1	219	5.0e-79	287	COG2517	Predicted RNA-binding protein containing a C-terminal EMAP domain	219
650726637	278	46.18	17	273	13	258	4.0e-74	271	COG0656	Aldo/keto reductases, related to diketogulonate reductase	280
650726638	380	50.13	1	379	2	382	2.0e-120	425	COG1423	ATP-dependent DNA ligase, homolog of eukaryotic ligase III	382
650726639	197	46.73	1	197	3	216	3.0e-62	231	COG1458	Predicted DNA-binding protein containing PIN domain	221
650726640	89	37.5	20	83	18	81	3.0e-04	36.8	COG2886	Uncharacterized small protein	88
650726641	157	38.99	3	156	2	150	2.0e-20	91.5	COG2405	Predicted nucleic acid-binding protein, contains PIN domain	157
650726642	402	18.24	1	387	7	447	2.0e-21	97	COG2407	L-fucose isomerase and related proteins	470
650726645	763	40.22	68	497	48	469	4.0e-70	259	COG4666	TRAP-type uncharacterized transport system, fused permease components	642
650726647	344	40	14	339	6	321	2.0e-75	276	COG2358	TRAP-type uncharacterized transport system, periplasmic component	321
650726648	647	31.2	228	617	7	368	2.0e-83	304	COG1509	Lysine 2,3-aminomutase	369
650726649	272	48	1	272	1	266	4.0e-81	294	COG1650	Uncharacterized protein conserved in archaea	266
650726650	373	57.19	31	362	1	334	7.0e-100	357	COG0206	Cell division GTPase	338
650726651	63	53.45	5	62	6	63	8.0e-11	58.7	COG2443	Preprotein translocase subunit Sss1	65
650726652	152	24.72	2	147	1	178	1.0e-19	89.2	COG0250	Transcription antiterminator	178
650726653	164	50.36	2	140	4	141	3.0e-42	164	COG0080	Ribosomal protein L11	141
650726654	217	45.7	1	217	16	228	1.0e-54	206	COG0081	Ribosomal protein L1	228
650726655	339	33.5	1	199	1	175	4.0e-27	115	COG0244	Ribosomal protein L10	175
650726656	104	68.42	1	95	1	95	3.0e-07	46.8	COG2058	Ribosomal protein L12E/L44/L45/RPP1/RPP2	109
650726658	157	37.57	1	153	1	181	2.0e-36	144	COG0717	Deoxycytidine deaminase	183
650726661	67	62.12	1	66	17	82	1.0e-12	64.6	COG2036	Histones H3 and H4	91
650726663	424	25.3	2	392	20	430	1.0e-48	187	COG1032	Fe-S oxidoreductase	490
650726664	94	35.71	2	94	23	118	3.0e-12	63.4	COG1658	Small primase-like proteins (Toprim domain)	127
650726665	433	26.03	9	416	34	544	4.0e-41	162	COG0358	DNA primase (bacterial type)	568
650726666	209	46.73	1	207	2	208	2.0e-54	205	COG0125	Thymidylate kinase	208
650726667	234	25.97	6	208	20	250	4.0e-21	95.1	COG1109	Phosphomannomutase	464
650726668	361	42.86	1	358	2	357	4.0e-87	314	COG1208	Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis/translation initiation factor 2B, gamma/epsilon subunits (eIF-2Bgamma/eIF-2Bepsilon)	358
650726669	628	40.06	13	611	4	608	0.0e+00	726	COG1274	Phosphoenolpyruvate carboxykinase (GTP)	608
650726670	205	61.76	4	205	1	204	4.0e-68	250	COG3273	Uncharacterized conserved protein	204
650726671	197	53.12	1	190	5	196	4.0e-56	210	COG3273	Uncharacterized conserved protein	204
650726672	833	38.21	18	709	6	720	0.0e+00	698	COG0058	Glucan phosphorylase	750
650726674	267	35.29	28	144	33	145	1.0e-09	57.2	COG2226	Methylase involved in ubiquinone/menaquinone biosynthesis	238
650726676	167	33.56	14	162	2	137	5.0e-23	100	COG1569	Predicted nucleic acid-binding protein, contains PIN domain	142
650726677	571	38.4	87	557	1	472	3.0e-115	409	COG0008	Glutamyl- and glutaminyl-tRNA synthetases	472
650726679	287	25.47	34	287	356	617	1.0e-21	97.2	COG1506	Dipeptidyl aminopeptidases/acylaminoacyl-peptidases	620
650726680	434	21.43	1	401	4	398	1.0e-13	71.4	COG2211	Na+/melibiose symporter and related transporters	467
650726681	442	22.06	3	402	7	401	4.0e-21	96.4	COG2211	Na+/melibiose symporter and related transporters	467
650726682	247	26.48	12	243	6	255	4.0e-27	115	COG0584	Glycerophosphoryl diester phosphodiesterase	257
650726683	251	32.17	8	246	5	255	5.0e-33	134	COG0584	Glycerophosphoryl diester phosphodiesterase	257
650726684	44	52.5	2	40	43	82	1.0e-03	34.9	COG2886	Uncharacterized small protein	88
650726686	226	56.35	1	126	1	126	2.0e-30	125	COG1895	Uncharacterized conserved protein related to C-terminal domain of eukaryotic chaperone, SACSIN	129
650726687	493	65.66	1	488	3	497	0.0e+00	804	COG0554	Glycerol kinase	499
650726688	496	37.35	1	418	2	429	5.0e-106	378	COG0579	Predicted dehydrogenase	429
650726689	417	28.79	5	319	1	286	2.0e-24	107	COG0492	Thioredoxin reductase	305
650726690	121	48.31	3	120	2	116	3.0e-29	120	COG3862	Uncharacterized protein with conserved CXXC pairs	117
650726691	276	26.19	1	84	4	87	1.0e-03	37.3	COG4808	Uncharacterized protein conserved in bacteria	152
650726695	240	36.32	6	229	42	272	3.0e-32	131	COG2339	Predicted membrane protein	274
650726696	226	42.11	5	224	11	235	2.0e-42	165	COG1407	Predicted ICC-like phosphoesterases	235
650726698	224	21.89	1	217	5	229	9.0e-12	63.8	COG1011	Predicted hydrolase (HAD superfamily)	229
650726699	451	43.45	1	447	8	449	0.0e+00	528	COG0403	Glycine cleavage system protein P (pyridoxal-binding), N-terminal domain	450
650726700	501	56.2	4	498	1	494	0.0e+00	728	COG1003	Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain	496
650726706	82	62.5	1	80	1	80	1.0e-24	104	COG2012	DNA-directed RNA polymerase, subunit H, RpoH/RPB5	80
650726707	1118	37.36	10	1118	10	1060	0.0e+00	1163	COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	1060
650726708	906	37.2	8	891	4	802	0.0e+00	871	COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	808
650726709	394	36.62	18	389	369	749	1.0e-69	257	COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	808
650726710	101	65.62	1	96	5	100	1.0e-31	128	COG1911	Ribosomal protein L30E	100
650726711	145	26.03	1	145	42	183	3.0e-26	110	COG0195	Transcription elongation factor	190
650726712	147	44.2	10	147	1	124	2.0e-36	144	COG0048	Ribosomal protein S12	129
650726713	215	41.86	44	215	2	148	1.0e-42	166	COG0049	Ribosomal protein S7	148
650726714	373	28.82	1	363	37	435	9.0e-54	204	COG1524	Uncharacterized proteins of the AP superfamily	450
650726715	410	50.99	6	407	3	402	0.0e+00	494	COG1602	Uncharacterized conserved protein	402
650726718	348	34.23	1	346	5	374	1.0e-67	250	COG0498	Threonine synthase	411
650726719	276	52.61	12	255	2	248	5.0e-81	294	COG2820	Uridine phosphorylase	248
650726722	267	50.98	1	249	16	262	2.0e-79	288	COG0005	Purine nucleoside phosphorylase	262
650726725	273	46.89	3	271	14	283	2.0e-76	279	COG1578	Uncharacterized conserved protein	285
650726726	427	21.05	6	427	20	446	5.0e-17	82.6	COG2271	Sugar phosphate permease	448
650726729	448	50.56	2	447	1	446	0.0e+00	557	COG0541	Signal recognition particle GTPase	451
650726730	78	36.36	1	75	68	144	8.0e-07	45.4	COG1522	Transcriptional regulators	154
650726731	166	29.1	15	147	1	120	2.0e-10	58.9	COG0727	Predicted Fe-S-cluster oxidoreductase	132
650726732	237	36.75	73	237	15	177	1.0e-27	116	COG0503	Adenine/guanine phosphoribosyltransferases and related PRPP-binding proteins	179
650726733	394	22.59	1	270	4	259	2.0e-20	93.6	COG0467	RecA-superfamily ATPases implicated in signal transduction	260
650726735	147	40	1	147	5	154	4.0e-27	113	COG1522	Transcriptional regulators	154
650726737	251	25.25	95	188	172	263	3.0e-03	35.5	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	449
650726738	336	18.66	56	320	184	451	4.0e-03	36.2	COG2244	Membrane protein involved in the export of O-antigen and teichoic acid	480
650726740	99	64.65	1	99	11	109	5.0e-25	105	COG2383	Uncharacterized conserved protein	109
650726741	108	39.6	10	108	3	102	2.0e-11	60.6	COG1695	Predicted transcriptional regulators	138
650726742	52	65.31	1	49	1	49	2.0e-09	54.2	COG1552	Ribosomal protein L40E	50
650726744	67	40	12	67	9	68	3.0e-07	46.7	COG2104	Sulfur transfer protein involved in thiamine biosynthesis	68
650726745	414	41.44	22	412	1	392	4.0e-96	344	COG0436	Aspartate/tyrosine/aromatic aminotransferase	393
650726746	647	28.46	24	631	39	641	6.0e-93	335	COG3408	Glycogen debranching enzyme	641
650726747	748	35.55	3	748	11	770	0.0e+00	659	COG1554	Trehalose and maltose hydrolases (possible phosphorylases)	772
650726748	236	21.22	1	233	1	219	2.0e-14	73.2	COG0637	Predicted phosphatase/phosphohexomutase	221
650726749	354	29.6	5	253	2	245	4.0e-32	132	COG1378	Predicted transcriptional regulators	247
650726750	454	27.49	50	452	23	430	9.0e-46	178	COG1653	ABC-type sugar transport system, periplasmic component	433
650726751	313	38.08	13	313	5	292	7.0e-48	184	COG1175	ABC-type sugar transport systems, permease components	295
650726752	282	38.57	6	281	2	281	1.0e-55	210	COG0395	ABC-type sugar transport system, permease component	281
650726753	357	54.83	1	350	1	338	3.0e-121	428	COG3839	ABC-type sugar transport systems, ATPase components	338
650726754	333	40.75	1	332	2	345	3.0e-77	282	COG1041	Predicted DNA modification methylase	347
650726756	97	30.65	4	65	15	76	2.0e-03	34.1	COG2151	Predicted metal-sulfur cluster biosynthetic enzyme	111
650726757	330	39.88	10	330	1	305	3.0e-66	245	COG0003	Oxyanion-translocating ATPase	322
650726759	566	41.25	1	550	1	545	2.0e-122	433	COG1966	Carbon starvation protein, predicted membrane protein	575
650726760	593	62.77	1	456	5	465	0.0e+00	683	COG5016	Pyruvate/oxaloacetate carboxyltransferase	472
650726761	281	47.81	1	273	1	265	3.0e-81	295	COG1830	DhnA-type fructose-1,6-bisphosphate aldolase and related enzymes	265
650726762	249	42.19	16	247	1	236	2.0e-57	215	COG0340	Biotin-(acetyl-CoA carboxylase) ligase	238
650726763	428	45.54	13	424	6	403	4.0e-93	335	COG1301	Na+/H+-dicarboxylate symporters	415
650726765	214	40	1	214	1	236	6.0e-52	197	COG2872	Predicted metal-dependent hydrolases related to alanyl-tRNA synthetase HxxxH domain	241
650726766	76	32.79	12	72	23	83	4.0e-06	43	COG2886	Uncharacterized small protein	88
650726767	154	39.74	2	153	1	156	3.0e-25	107	COG2405	Predicted nucleic acid-binding protein, contains PIN domain	157
650726768	92	48.94	1	91	5	98	3.0e-17	80.4	COG1872	Uncharacterized conserved protein	102
650726769	184	45.29	18	178	8	177	6.0e-43	167	COG2306	Uncharacterized conserved protein	183
650726770	570	56.35	1	570	1	555	0.0e+00	758	COG0423	Glycyl-tRNA synthetase (class II)	558
650726771	76	40.79	1	72	4	79	6.0e-12	62.6	COG1958	Small nuclear ribonucleoprotein (snRNP) homolog	79
650726772	62	59.68	1	62	1	61	2.0e-08	50.8	COG2126	Ribosomal protein L37E	61
650726773	334	29.81	1	319	3	310	5.0e-53	201	COG3888	Predicted transcriptional regulator	321
650726774	454	38.8	6	454	16	450	4.0e-72	265	COG0534	Na+-driven multidrug efflux pump	455
650726776	98	32.63	5	98	42	134	5.0e-07	46.1	COG4113	Predicted nucleic acid-binding protein, contains PIN domain	134
650726777	364	32.72	149	359	13	229	4.0e-24	106	COG1814	Uncharacterized membrane protein	229
650726778	379	50.38	1	378	1	376	9.0e-126	443	COG1867	N2,N2-dimethylguanosine tRNA methyltransferase	380
650726779	85	50.59	2	85	10	94	2.0e-23	100	COG2451	Ribosomal protein L35AE/L33A	100
650726780	365	39.95	17	365	9	381	7.0e-89	320	COG0006	Xaa-Pro aminopeptidase	384
650726781	124	41.73	1	117	2	128	3.0e-17	80.6	COG1487	Predicted nucleic acid-binding protein, contains PIN domain	133
650726782	73	65.67	1	65	2	68	7.0e-09	52.3	COG1753	Uncharacterized conserved protein	74
650726783	356	55.56	1	356	1	352	2.0e-105	376	COG1537	Predicted RNA-binding proteins	352
650726784	328	35.62	4	315	10	324	2.0e-58	219	COG0309	Hydrogenase maturation factor	339
650726785	269	22.75	1	241	2	250	2.0e-22	99.5	COG0037	Predicted ATPase of the PP-loop superfamily implicated in cell cycle control	298
650726786	122	57.43	18	118	1	101	2.0e-28	117	COG4818	Predicted membrane protein	105
650726787	77	44.44	5	75	3	74	3.0e-12	63.7	COG1918	Fe2+ transport system protein A	75
650726788	665	49.7	1	663	2	651	0.0e+00	729	COG0370	Fe2+ transport system protein B	653
650726789	90	28.57	1	51	5	60	5.0e-04	36.1	COG1321	Mn-dependent transcriptional regulator	154
