gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2518820849	345	54.89	1	345	13	352	2.0e-100	359	COG1537	Predicted RNA-binding proteins	352
2518820850	330	33.03	5	324	10	334	8.0e-57	214	COG0309	Hydrogenase maturation factor	339
2518820851	273	26.17	1	242	2	251	2.0e-24	106	COG0037	Predicted ATPase of the PP-loop superfamily implicated in cell cycle control	298
2518820852	120	53.4	16	118	1	103	2.0e-28	118	COG4818	Predicted membrane protein	105
2518820853	75	38.89	3	73	1	72	2.0e-11	60.6	COG1918	Fe2+ transport system protein A	75
2518820854	658	49.78	1	657	2	652	0.0e+00	731	COG0370	Fe2+ transport system protein B	653
2518820855	89	39.58	3	48	14	61	1.0e-03	34.9	COG2345	Predicted transcriptional regulator	218
2518820856	413	38.04	1	363	2	357	1.0e-74	274	COG1208	Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis/translation initiation factor 2B, gamma/epsilon subunits (eIF-2Bgamma/eIF-2Bepsilon)	358
2518820857	735	46.65	1	557	4	553	0.0e+00	645	COG0143	Methionyl-tRNA synthetase	558
2518820858	278	29.72	30	277	19	254	6.0e-29	121	COG2512	Uncharacterized membrane-associated protein/domain	258
2518820859	401	17.93	32	356	705	1023	9.0e-03	35	COG1196	Chromosome segregation ATPases	1163
2518820861	238	34.17	2	238	13	252	5.0e-14	71.6	COG0730	Predicted permeases	258
2518820863	254	41.34	1	251	4	257	2.0e-20	92.8	COG0730	Predicted permeases	258
2518820864	331	42.44	1	331	3	346	2.0e-83	302	COG1363	Cellulase M and related proteins	355
2518820865	333	42.33	1	320	1	324	1.0e-88	319	COG1052	Lactate dehydrogenase and related dehydrogenases	324
2518820866	483	37.8	6	483	11	499	0.0e+00	481	COG0442	Prolyl-tRNA synthetase	500
2518820868	537	49.91	1	536	2	555	0.0e+00	593	COG2192	Predicted carbamoyl transferase, NodU family	555
2518820869	459	32.42	4	440	1	359	2.0e-41	163	COG1672	Predicted ATPase (AAA+ superfamily)	359
2518820870	389	50	5	387	1	393	5.0e-121	427	COG0436	Aspartate/tyrosine/aromatic aminotransferase	393
2518820871	218	43.5	1	215	4	226	5.0e-51	194	COG2129	Predicted phosphoesterases, related to the Icc protein	226
2518820872	179	47.51	1	177	1	180	2.0e-44	172	COG1936	Predicted nucleotide kinase (related to CMP and AMP kinases)	180
2518820873	405	70.07	5	405	1	400	0.0e+00	612	COG1812	Archaeal S-adenosylmethionine synthetase	400
2518820874	208	50	3	203	1	202	4.0e-53	201	COG2178	Predicted RNA-binding protein of the translin family	204
2518820875	189	36.02	5	188	4	212	8.0e-41	160	COG1515	Deoxyinosine 3'endonuclease (endonuclease V)	212
2518820876	212	47.64	5	211	4	214	2.0e-56	212	COG1339	Transcriptional regulator of a riboflavin/FAD biosynthetic operon	214
2518820878	69	37.84	1	65	4	77	3.0e-08	50.2	COG1873	Uncharacterized conserved protein	87
2518820879	487	36.63	146	482	1	332	8.0e-57	214	COG0618	Exopolyphosphatase-related proteins	332
2518820881	289	28.24	11	141	8	137	5.0e-10	58.7	COG2510	Predicted membrane protein	140
2518820882	190	53.97	1	188	1	185	3.0e-57	214	COG3620	Predicted transcriptional regulator with C-terminal CBS domains	187
2518820883	403	26.83	322	403	793	871	1.0e-04	41.2	COG3889	Predicted solute binding protein	872
2518820884	625	41.96	69	337	34	318	3.0e-47	183	COG0614	ABC-type Fe3+-hydroxamate transport system, periplasmic component	319
2518820889	294	32.73	14	288	1	252	4.0e-44	172	COG0543	2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases	252
2518820890	264	40.94	4	246	2	246	8.0e-65	240	COG1941	Coenzyme F420-reducing hydrogenase, gamma subunit	247
2518820891	428	41.07	4	428	1	428	1.0e-125	443	COG3259	Coenzyme F420-reducing hydrogenase, alpha subunit	441
2518820893	143	26.57	4	141	2	140	3.0e-15	74.4	COG1848	Predicted nucleic acid-binding protein, contains PIN domain	140
2518820894	141	27.66	1	136	14	152	4.0e-16	77.3	COG0680	Ni,Fe-hydrogenase maturation factor	160
2518820896	445	31.18	17	444	2	412	2.0e-91	329	COG0719	ABC-type transport system involved in Fe-S cluster assembly, permease component	412
2518820897	246	52.63	1	244	3	247	1.0e-84	305	COG0396	ABC-type transport system involved in Fe-S cluster assembly, ATPase component	251
2518820898	634	46.28	23	632	10	638	0.0e+00	629	COG1067	Predicted ATP-dependent protease	647
2518820900	127	50	1	127	2	128	4.0e-31	126	COG0251	Putative translation initiation inhibitor, yjgF family	130
2518820901	123	31.5	6	123	4	129	1.0e-14	71.7	COG1310	Predicted metal-dependent protease of the PAD1/JAB1 superfamily	134
2518820902	125	34.69	28	124	1	98	1.0e-07	49	COG0640	Predicted transcriptional regulators	110
2518820903	104	32.65	1	98	8	99	2.0e-10	57.7	COG1694	Predicted pyrophosphatase	102
2518820904	149	30.2	1	147	2	149	3.0e-18	84.7	COG1522	Transcriptional regulators	154
2518820905	237	45.19	1	237	9	247	6.0e-47	180	COG1836	Predicted membrane protein	247
2518820906	343	46.95	1	160	12	175	9.0e-34	137	COG1818	Predicted RNA-binding protein, contains THUMP domain	175
2518820907	200	55.96	7	199	4	196	6.0e-66	243	COG1890	Ribosomal protein S3AE	214
2518820909	476	29.35	6	470	18	485	2.0e-61	230	COG0608	Single-stranded DNA-specific exonuclease	491
2518820910	151	33.33	44	148	1	89	4.0e-20	90.6	COG0184	Ribosomal protein S15P/S13E	89
2518820911	337	36.82	4	280	1	266	5.0e-42	165	COG3780	DNA endonuclease related to intein-encoded endonucleases	266
2518820913	386	55.39	1	386	4	402	0.0e+00	496	COG1679	Uncharacterized conserved protein	403
2518820914	128	62.5	2	127	4	130	6.0e-37	146	COG1786	Uncharacterized conserved protein	131
2518820916	423	16.94	147	381	140	375	8.0e-11	62.1	COG0750	Predicted membrane-associated Zn-dependent proteases 1	375
2518820920	743	25.82	5	211	4	215	2.0e-15	77.8	COG1807	4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family	535
2518820921	490	28.57	1	472	1	457	1.0e-54	207	COG3463	Predicted membrane protein	458
2518820926	417	60.1	7	417	6	410	0.0e+00	483	COG1503	Peptide chain release factor 1 (eRF1)	411
2518820927	642	37.44	6	642	3	577	0.0e+00	509	COG0018	Arginyl-tRNA synthetase	577
2518820929	187	34.81	9	186	22	200	8.0e-19	86.9	COG1300	Uncharacterized membrane protein	207
2518820930	375	55.71	1	348	1	346	1.0e-113	403	COG1817	Uncharacterized protein conserved in archaea	346
2518820931	428	49.77	1	426	1	436	0.0e+00	511	COG0677	UDP-N-acetyl-D-mannosaminuronate dehydrogenase	436
2518820932	377	47.11	1	372	4	380	1.0e-117	416	COG0381	UDP-N-acetylglucosamine 2-epimerase	383
2518820935	220	30.91	139	193	91	141	8.0e-03	34.2	COG3332	Uncharacterized conserved protein	270
2518820936	419	64.93	21	419	15	414	0.0e+00	576	COG2100	Predicted Fe-S oxidoreductase	414
2518820937	166	53.89	1	166	1	167	4.0e-48	183	COG2150	Predicted regulator of amino acid metabolism, contains ACT domain	167
2518820938	176	41.28	7	176	1	158	3.0e-34	138	COG1863	Multisubunit Na+/H+ antiporter, MnhE subunit	158
2518820939	84	42.17	1	83	4	86	6.0e-09	52.4	COG2212	Multisubunit Na+/H+ antiporter, MnhF subunit	89
2518820940	135	45.69	1	116	1	113	1.0e-28	118	COG1320	Multisubunit Na+/H+ antiporter, MnhG subunit	113
2518820941	94	46.75	7	83	11	87	7.0e-13	65.7	COG1563	Predicted subunit of the Multisubunit Na+/H+ antiporter	87
2518820942	235	26.45	78	225	1	151	1.0e-12	66.9	COG2111	Multisubunit Na+/H+ antiporter, MnhB subunit	162
2518820943	114	51.3	1	114	1	114	2.0e-23	101	COG1006	Multisubunit Na+/H+ antiporter, MnhC subunit	115
2518820944	495	34.53	8	494	7	504	2.0e-60	227	COG0651	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit	504
2518820945	614	33.79	1	489	1	494	4.0e-63	236	COG0651	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit	504
2518820946	297	33.88	1	295	1	307	1.0e-50	193	COG0650	Formate hydrogenlyase subunit 4	309
2518820947	195	42.2	16	188	23	194	6.0e-62	230	COG0377	NADH:ubiquinone oxidoreductase 20 kD subunit and related Fe-S oxidoreductases	194
2518820948	192	40.76	30	184	10	165	1.0e-31	129	COG0852	NADH:ubiquinone oxidoreductase 27 kD subunit	176
2518820949	394	43.97	18	394	4	398	5.0e-126	444	COG0649	NADH:ubiquinone oxidoreductase 49 kD subunit 7	398
2518820950	228	34.12	1	169	1	169	6.0e-37	147	COG1143	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	172
2518820951	197	30.69	4	189	2	181	2.0e-12	65.6	COG2245	Predicted membrane protein	182
2518820952	433	40.97	12	433	5	433	3.0e-81	295	COG2233	Xanthine/uracil permeases	451
2518820953	447	49.42	9	432	20	447	0.0e+00	503	COG0160	4-aminobutyrate aminotransferase and related aminotransferases	447
2518820954	153	43.75	5	146	4	147	2.0e-26	112	COG1522	Transcriptional regulators	154
2518820955	358	30.91	1	358	3	374	3.0e-60	226	COG0006	Xaa-Pro aminopeptidase	384
2518820956	446	49.2	9	443	3	409	1.0e-125	443	COG2461	Uncharacterized conserved protein	409
2518820959	105	22.73	7	98	30	137	1.0e-03	35	COG5429	Uncharacterized secreted protein	261
2518820960	242	25.94	31	237	12	220	3.0e-10	59.2	COG0785	Cytochrome c biogenesis protein	220
2518820961	208	27.12	81	138	5	59	3.0e-03	35.3	COG0695	Glutaredoxin and related proteins	80
2518820962	154	26.4	9	132	308	429	9.0e-03	33.4	COG4783	Putative Zn-dependent protease, contains TPR repeats	484
2518820964	155	49.02	5	154	26	173	5.0e-42	163	COG1881	Phospholipid-binding protein	174
2518820965	140	50.35	1	140	28	167	2.0e-39	154	COG5423	Predicted metal-binding protein	167
2518820971	440	66.44	4	439	6	449	0.0e+00	589	COG1224	DNA helicase TIP49, TBP-interacting protein	450
2518820973	253	29.53	1	253	2	212	6.0e-34	137	COG0602	Organic radical activating enzymes	212
2518820976	86	68.75	1	80	1	80	2.0e-24	104	COG1997	Ribosomal protein L37AE/L43A	89
2518820977	49	63.27	1	49	2	49	2.0e-08	51.1	COG1996	DNA-directed RNA polymerase, subunit RPC10 (contains C4-type Zn-finger)	49
2518820978	212	35.53	1	197	4	191	2.0e-38	152	COG2136	Predicted exosome subunit/U3 small nucleolar ribonucleoprotein (snoRNP) component, contains IMP4 domain	191
2518820979	85	58.9	13	85	6	78	4.0e-18	82.7	COG2892	Uncharacterized protein conserved in archaea	82
2518820980	116	53.45	1	116	1	116	2.0e-16	78	COG1382	Prefoldin, chaperonin cofactor	119
2518820982	327	27.76	1	325	1	326	2.0e-47	182	COG0618	Exopolyphosphatase-related proteins	332
2518820985	190	69.11	1	190	51	219	1.0e-58	219	COG2517	Predicted RNA-binding protein containing a C-terminal EMAP domain	219
2518820987	618	42.38	1	601	1	612	0.0e+00	601	COG2414	Aldehyde:ferredoxin oxidoreductase	614
2518820988	275	49.24	14	270	13	258	8.0e-74	270	COG0656	Aldo/keto reductases, related to diketogulonate reductase	280
2518820990	98	34.52	5	88	2	85	2.0e-09	53.8	COG1777	Predicted transcriptional regulators	217
2518820991	232	48.29	4	208	8	187	3.0e-55	208	COG4902	Uncharacterized protein conserved in archaea	189
2518820994	267	55.78	1	197	1	187	3.0e-63	235	COG4902	Uncharacterized protein conserved in archaea	189
2518820996	411	56.1	1	405	1	408	0.0e+00	549	COG3635	Predicted phosphoglycerate mutase, AP superfamily	408
2518820997	169	36.88	19	158	1	138	5.0e-34	137	COG0537	Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases	138
2518820999	250	32.05	4	244	17	272	5.0e-55	207	COG1351	Predicted alternative thymidylate synthase	273
2518821000	181	28.41	3	168	2	177	4.0e-15	74.9	COG2245	Predicted membrane protein	182
2518821001	175	36.11	3	165	2	181	2.0e-17	82.2	COG2245	Predicted membrane protein	182
2518821002	286	63.83	2	282	30	310	5.0e-129	453	COG0078	Ornithine carbamoyltransferase	310
2518821003	464	35.17	17	450	1	359	5.0e-39	155	COG1672	Predicted ATPase (AAA+ superfamily)	359
2518821004	309	43.63	1	308	45	353	3.0e-85	308	COG0144	tRNA and rRNA cytosine-C5-methylases	355
2518821006	192	23.02	15	152	3	131	5.0e-05	41.1	COG1409	Predicted phosphohydrolases	301
2518821007	362	34.21	1	352	2	381	3.0e-75	275	COG1748	Saccharopine dehydrogenase and related proteins	389
2518821008	219	54.79	1	215	2	217	7.0e-70	256	COG1756	Uncharacterized conserved protein	223
2518821010	136	32.06	4	134	1	128	5.0e-28	116	COG0231	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)	131
2518821011	285	37.62	1	283	1	301	3.0e-54	205	COG0010	Arginase/agmatinase/formimionoglutamate hydrolase, arginase family	305
2518821013	164	17.81	9	152	202	328	2.0e-03	35.3	COG1253	Hemolysins and related proteins containing CBS domains	429
2518821014	439	28.34	1	415	1	397	1.0e-42	167	COG0475	Kef-type K+ transport systems, membrane components	397
2518821016	573	37.39	10	440	11	443	3.0e-62	233	COG0038	Chloride channel protein EriC	443
2518821017	420	62.94	1	401	1	402	0.0e+00	587	COG1379	Uncharacterized conserved protein	403
2518821018	322	42.32	1	309	3	317	3.0e-75	275	COG0611	Thiamine monophosphate kinase	317
2518821019	279	25.9	1	278	46	322	2.0e-15	76.6	COG0392	Predicted integral membrane protein	322
2518821020	407	27.95	5	384	2	375	6.0e-35	142	COG0438	Glycosyltransferase	381
2518821021	240	32.26	3	124	67	179	7.0e-16	77.8	COG0726	Predicted xylanase/chitin deacetylase	267
2518821022	348	47.55	37	300	1	260	1.0e-75	276	COG1180	Pyruvate-formate lyase-activating enzyme	260
2518821026	581	59.69	1	575	1	556	0.0e+00	773	COG1031	Uncharacterized Fe-S oxidoreductase	560
2518821027	184	26.11	16	170	15	167	2.0e-08	52.3	COG1633	Uncharacterized conserved protein	176
2518821028	272	40.3	13	270	1	258	3.0e-64	238	COG0030	Dimethyladenosine transferase (rRNA methylation)	259
2518821029	137	64.96	1	136	65	201	2.0e-50	190	COG1491	Predicted RNA-binding protein	202
2518821030	122	43.8	1	121	2	114	5.0e-17	79.9	COG1460	Uncharacterized protein conserved in archaea	114
2518821031	98	60.42	3	98	1	96	5.0e-30	122	COG2139	Ribosomal protein L21E	98
2518821032	386	50.77	1	385	2	392	2.0e-116	412	COG1258	Predicted pseudouridylate synthase	398
2518821034	439	40	53	426	1	351	2.0e-108	386	COG0252	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D	351
2518821035	630	65.87	3	628	2	629	0.0e+00	861	COG2511	Archaeal Glu-tRNAGln amidotransferase subunit E (contains GAD domain)	631
2518821036	359	56.2	1	344	1	346	8.0e-118	416	COG1084	Predicted GTPase	346
2518821037	268	42.8	1	268	1	259	1.0e-65	243	COG1237	Metal-dependent hydrolases of the beta-lactamase superfamily II	259
2518821038	269	23.13	11	268	10	269	4.0e-16	78.7	COG1968	Uncharacterized bacitracin resistance protein	270
2518821039	419	38.92	1	399	2	358	2.0e-75	276	COG1208	Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis/translation initiation factor 2B, gamma/epsilon subunits (eIF-2Bgamma/eIF-2Bepsilon)	358
2518821041	391	25.4	136	261	251	368	3.0e-15	76.6	COG3448	CBS-domain-containing membrane protein	382
2518821043	295	43.3	2	213	9	229	6.0e-62	231	COG0024	Methionine aminopeptidase	255
2518821044	493	36.38	13	483	2	485	8.0e-88	318	COG0168	Trk-type K+ transport systems, membrane components	499
2518821045	286	50	1	244	1	233	3.0e-64	238	COG1122	ABC-type cobalt transport system, ATPase component	235
2518821047	177	52.22	1	175	1	176	4.0e-36	144	COG1437	Adenylate cyclase, class 2 (thermophilic)	178
2518821048	128	22.9	1	125	3	133	3.0e-05	40.6	COG2445	Uncharacterized conserved protein	138
2518821049	345	47.55	1	338	2	346	9.0e-99	353	COG1363	Cellulase M and related proteins	355
2518821050	514	21.09	2	128	359	484	3.0e-05	43.8	COG1470	Predicted membrane protein	513
2518821051	133	43.18	1	126	1	132	3.0e-30	124	COG1591	Holliday junction resolvase - archaeal type	137
2518821052	176	56.32	3	176	2	175	4.0e-59	220	COG0663	Carbonic anhydrases/acetyltransferases, isoleucine patch superfamily	176
2518821053	264	60.78	33	264	15	244	7.0e-87	313	COG0020	Undecaprenyl pyrophosphate synthase	245
2518821056	626	33.55	2	613	1	589	0.0e+00	477	COG0441	Threonyl-tRNA synthetase	589
2518821058	196	56.38	6	193	1	185	6.0e-56	210	COG1096	Predicted RNA-binding protein (consists of S1 domain and a Zn-ribbon domain)	188
2518821059	210	49.04	4	210	1	204	1.0e-42	166	COG3286	Uncharacterized protein conserved in archaea	204
2518821060	95	43.33	1	90	5	92	2.0e-19	87.3	COG1761	DNA-directed RNA polymerase, subunit L	99
2518821061	438	20.44	108	240	117	249	5.0e-03	36	COG5542	Predicted integral membrane protein	420
2518821074	268	23.58	15	241	14	242	2.0e-15	76.4	COG1082	Sugar phosphate isomerases/epimerases	274
2518821075	333	37.45	78	304	49	283	2.0e-50	193	COG0616	Periplasmic serine proteases (ClpP class)	317
2518821077	331	24.12	1	326	11	344	3.0e-22	99.6	COG0628	Predicted permease	355
2518821078	272	41.11	11	272	8	269	4.0e-48	185	COG0294	Dihydropteroate synthase and related enzymes	274
2518821080	322	43.81	1	308	2	312	3.0e-81	295	COG1907	Predicted archaeal sugar kinases	312
2518821081	263	53	23	239	5	218	1.0e-62	232	COG4047	Uncharacterized protein conserved in archaea	243
2518821082	289	22.57	5	289	8	278	2.0e-11	63.2	COG1277	ABC-type transport system involved in multi-copper enzyme maturation, permease component	278
2518821083	305	38.11	1	305	4	292	4.0e-69	255	COG1131	ABC-type multidrug transport system, ATPase component	293
2518821085	421	39.52	1	421	5	458	6.0e-117	414	COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase and related decarboxylases	477
2518821086	464	30.65	58	457	1	433	6.0e-65	241	COG1061	DNA or RNA helicases of superfamily II	442
2518821087	267	42.91	1	248	2	265	1.0e-63	236	COG0101	Pseudouridylate synthase	266
2518821088	568	32.06	1	564	1	548	6.0e-126	444	COG0072	Phenylalanyl-tRNA synthetase beta subunit	650
2518821089	130	37.38	9	115	33	136	2.0e-10	58.1	COG5378	Predicted nucleotide-binding protein	175
2518821091	500	35.64	139	495	16	335	4.0e-85	309	COG0016	Phenylalanyl-tRNA synthetase alpha subunit	335
2518821092	350	38.7	5	347	1	350	7.0e-79	287	COG1063	Threonine dehydrogenase and related Zn-dependent dehydrogenases	350
2518821093	247	31.84	1	244	3	241	4.0e-47	181	COG0455	ATPases involved in chromosome partitioning	262
2518821094	406	52.88	5	406	1	411	0.0e+00	479	COG1257	Hydroxymethylglutaryl-CoA reductase	436
