gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
638185521	345	279	345	4.0e-27	80.3	TIGR00638	molybdenum-pterin binding domain
638185525	242	39	235	3.3e-42	131.2	TIGR01877	CRISPR-associated endoribonuclease Cas6
638185526	690	26	567	2.8e-107	346	TIGR02578	CRISPR-associated protein Cas10/Csm1, subtype III-A/MTUBE
638185528	160	60	157	5.2e-29	87.3	TIGR01870	CRISPR type III-A/MTUBE-associated protein Csm2
638185529	291	6	107	4.2e-29	88	TIGR02582	CRISPR type III-A/MTUBE-associated RAMP protein Csm3
638185530	284	1	275	1.4e-95	306	TIGR01903	CRISPR type III-A/MTUBE-associated RAMP protein Csm4
638185531	385	17	385	2.4e-130	421.2	TIGR01899	CRISPR type III-A/MTUBE-associated RAMP protein Csm5
638185532	417	1	404	0.0e+00	445.9	TIGR01897	CRISPR-associated protein, MJ1666 family
638185532	417	123	143	5.2e-12	32.4	TIGR02549	CRISPR-associated DxTHG motif protein
638185534	336	14	332	1.2e-101	327	TIGR02585	CRISPR-associated protein Cas7/Cst2/DevR, subtype I-B/TNEAP
638185534	336	9	257	1.6e-68	217.4	TIGR01875	CRISPR-associated autoregulator DevR family
638185535	227	6	48	4.1e-15	41.6	TIGR02593	CRISPR-associated protein Cas5, N-terminal domain
638185537	317	3	317	0.0e+00	428	TIGR03641	CRISPR-associated endonuclease Cas1, subtype I-B/HMARI/TNEAP
638185537	317	4	312	3.9e-85	272.7	TIGR00287	CRISPR-associated endonuclease Cas1
638185539	88	4	86	2.4e-21	62.1	TIGR01573	CRISPR-associated endoribonuclease Cas2
638185540	162	3	162	1.4e-35	108.8	TIGR00372	CRISPR-associated protein Cas4
638185541	690	21	180	1.4e-26	80.6	TIGR01596	CRISPR-associated endonuclease Cas3-HD
638185541	690	225	549	1.8e-76	244.5	TIGR01587	CRISPR-associated helicase Cas3
638185543	226	4	224	9.0e-99	315.6	TIGR02187	Glutaredoxin-like domain protein
638185547	393	3	301	1.1e-78	251	TIGR02032	geranylgeranyl reductase family
638185548	257	4	255	4.2e-84	267.7	TIGR00552	NAD+ synthetase
638185551	310	220	304	4.2e-13	35.8	TIGR04085	radical SAM additional 4Fe4S-binding domain
638185561	346	9	333	1.3e-59	188.2	TIGR00335	DNA primase, eukaryotic-type, small subunit, putative
638185566	190	1	180	2.8e-18	52.3	TIGR00231	small GTP-binding protein domain
638185567	399	115	397	3.7e-97	313	TIGR01241	ATP-dependent metalloprotease FtsH
638185567	399	19	381	0.0e+00	678.7	TIGR01242	26S proteasome subunit P45 family
638185574	324	6	301	1.6e-101	326.4	TIGR00524	eIF-2B alpha/beta/delta-related uncharacterized proteins
638185574	324	8	314	0.0e+00	500	TIGR00511	ribose-1,5-bisphosphate isomerase, e2b2 family
638185578	280	5	275	1.6e-81	259.5	TIGR00417	spermidine synthase
638185581	202	1	191	9.5e-32	96.4	TIGR00427	membrane protein, MarC family
638185598	523	2	522	0.0e+00	549.2	TIGR00467	lysyl-tRNA synthetase, archaeal and spirochete
638185601	316	2	315	7.3e-45	139.5	TIGR00144	beta-RFAP synthase
638185603	196	5	192	1.3e-55	174.4	TIGR03334	indolepyruvate ferredoxin oxidoreductase, beta subunit
638185613	238	1	236	5.0e-80	254.9	TIGR00081	phosphoribosylaminoimidazole-succinocarboxamide synthase
638185614	449	10	441	0.0e+00	557.7	TIGR01134	amidophosphoribosyltransferase
638185615	434	2	434	0.0e+00	426.4	TIGR00457	asparaginyl-tRNA synthetase
638185615	434	5	434	3.8e-112	362.3	TIGR00458	aspartyl-tRNA synthetase, archaeal type
638185619	601	5	601	0.0e+00	832	TIGR01135	glucosamine--fructose-6-phosphate aminotransferase (isomerizing)
638185622	197	6	190	7.1e-79	249.8	TIGR03634	proteasome endopeptidase complex, archaeal, beta subunit
638185630	235	127	196	5.2e-11	30.2	TIGR01549	haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E
638185630	235	135	202	1.7e-09	25.1	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
638185632	175	1	163	2.4e-67	211.4	TIGR00725	TIGR00725 family protein
638185636	243	11	242	3.5e-62	196.2	TIGR00297	TIGR00297 family protein
638185640	529	153	249	1.9e-18	55.1	TIGR01445	intein N-terminal splicing region
638185640	529	302	325	4.5e-09	24.2	TIGR01443	intein C-terminal splicing region
638185640	529	321	529	5.5e-112	361.7	TIGR02236	DNA repair and recombination protein RadA
638185642	411	22	404	2.2e-85	273	TIGR01910	acetylornithine deacetylase or succinyl-diaminopimelate desuccinylase
638185646	630	95	207	1.1e-15	44	TIGR00451	uncharacterized domain 2
638185651	136	7	133	9.7e-58	180.5	TIGR03081	methylmalonyl-CoA epimerase
638185653	317	14	312	0.0e+00	470.2	TIGR00750	LAO/AO transport system ATPase
638185654	147	8	142	3.9e-66	207.2	TIGR00640	methylmalonyl-CoA mutase C-terminal domain
638185660	508	1	496	6.3e-98	314.4	TIGR00284	dihydropteroate synthase-related protein
638185663	279	37	109	3.7e-28	84.1	TIGR03879	probable regulatory domain
638185664	252	7	244	0.0e+00	470	TIGR03877	KaiC domain protein, Ph0284 family
638185665	112	1	112	1.1e-38	118.3	TIGR00399	methionyl-tRNA synthetase C-terminal region/beta chain
638185667	746	10	735	0.0e+00	951.7	TIGR00921	The (Largely Archaeal Putative) Hydrophobe/Amphiphile Efflux-3 (HAE3) Family
638185667	746	26	521	0.0e+00	488.8	TIGR00833	Transport protein
638185671	431	3	418	0.0e+00	428	TIGR00442	histidyl-tRNA synthetase
638185671	431	9	326	2.8e-87	279.7	TIGR00443	ATP phosphoribosyltransferase, regulatory subunit
638185673	398	10	397	0.0e+00	693.4	TIGR01825	pyridoxal phosphate-dependent acyltransferase, putative
638185673	398	22	388	0.0e+00	430.6	TIGR00858	8-amino-7-oxononanoate synthase
638185673	398	7	397	7.9e-104	335.2	TIGR01821	5-aminolevulinic acid synthase
638185676	170	5	168	3.6e-43	133.6	TIGR00324	tRNA intron endonuclease
638185677	172	29	159	2.5e-37	114.1	TIGR01575	ribosomal-protein-alanine acetyltransferase
638185680	915	2	915	0.0e+00	1379.1	TIGR03683	alanyl-tRNA synthetase
638185680	915	61	897	0.0e+00	772.5	TIGR00344	alanine--tRNA ligase
638185684	310	190	292	1.4e-29	88.7	TIGR00269	TIGR00269 family protein
638185689	213	1	205	7.3e-18	51.2	TIGR00040	phosphoesterase, MJ0936 family
638185692	486	14	452	0.0e+00	653.9	TIGR01302	inosine-5'-monophosphate dehydrogenase
638185700	896	7	886	0.0e+00	911.4	TIGR00422	valyl-tRNA synthetase
638185702	334	2	321	0.0e+00	441.1	TIGR00878	phosphoribosylaminoimidazole synthetase
638185710	433	21	414	0.0e+00	646	TIGR01142	phosphoribosylglycinamide formyltransferase 2
638185712	177	12	167	3.2e-74	233.8	TIGR01162	phosphoribosylaminoimidazole carboxylase, PurE protein
638185715	438	1	419	0.0e+00	515.9	TIGR00877	phosphoribosylamine--glycine ligase
638185730	329	3	327	3.5e-127	410.2	TIGR01177	TIGR01177 family protein
638185736	186	1	179	3.5e-25	74.8	TIGR00231	small GTP-binding protein domain
638185742	239	42	236	4.9e-54	169.9	TIGR01877	CRISPR-associated endoribonuclease Cas6
638185748	370	3	279	1.5e-53	168.4	TIGR02032	geranylgeranyl reductase family
638185752	443	135	442	0.0e+00	479	TIGR00653	glutamine synthetase, type I
638185754	626	15	592	0.0e+00	936.8	TIGR00733	putative oligopeptide transporter, OPT family
638185754	626	2	595	0.0e+00	447.9	TIGR00728	oligopeptide transporters, OPT superfamily
638185756	1291	468	580	1.7e-21	65.2	TIGR01445	intein N-terminal splicing region
638185756	1291	832	853	5.6e-11	30.6	TIGR01443	intein C-terminal splicing region
638185756	1291	840	1173	6.6e-130	422.4	TIGR02504	ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent
638185758	327	2	322	4.3e-55	173	TIGR00209	galactose-1-phosphate uridylyltransferase, family 1
638185762	350	1	350	3.8e-80	255.6	TIGR00131	galactokinase
638185766	230	1	224	1.3e-48	151.9	TIGR00317	cobalamin 5'-phosphate synthase/cobalamin synthase
638185768	147	5	133	9.5e-55	170.9	TIGR03161	alpha-ribazole phosphatase CobZ
638185769	221	2	217	3.0e-36	111.2	TIGR00290	MJ0570-related uncharacterized domain
638185770	283	2	283	1.7e-90	289.3	TIGR00380	cobalamin biosynthesis protein CobD
638185790	332	151	287	2.7e-33	101.5	TIGR01444	methyltransferase, FkbM family
638185796	331	164	295	1.3e-31	96.1	TIGR01444	methyltransferase, FkbM family
638185797	229	3	222	6.5e-44	136	TIGR00453	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
638185820	78	3	45	2.2e-19	55.2	TIGR01439	looped-hinge helix DNA binding domain, AbrB family
638185829	92	53	87	6.8e-12	31.2	TIGR01439	looped-hinge helix DNA binding domain, AbrB family
638185831	356	6	356	0.0e+00	558.6	TIGR01208	glucose-1-phosphate thymidylylransferase, long form
638185832	336	5	321	0.0e+00	539.4	TIGR01181	dTDP-glucose 4,6-dehydratase
638185834	188	7	182	7.4e-92	292	TIGR01221	dTDP-4-dehydrorhamnose 3,5-epimerase
638185835	290	5	287	2.0e-119	383.9	TIGR01214	dTDP-4-dehydrorhamnose reductase
638185848	455	18	428	0.0e+00	450	TIGR03026	nucleotide sugar dehydrogenase
638185852	304	9	299	4.2e-121	389.8	TIGR04182	glycosyltransferase, TIGR04182 family
638185854	340	7	209	7.7e-75	236.6	TIGR00057	Sua5/YciO/YrdC/YwlC family protein
638185857	339	5	150	7.6e-58	182.2	TIGR00184	adenylosuccinate synthase
638185858	255	4	177	3.5e-30	91	TIGR00177	molybdenum cofactor synthesis domain
638185859	276	4	271	7.8e-48	149.1	TIGR00524	eIF-2B alpha/beta/delta-related uncharacterized proteins
638185864	219	3	213	8.1e-80	253	TIGR03724	Kae1-associated kinase Bud32
638185872	1127	16	1096	0.0e+00	1204.7	TIGR00764	lon-related putative ATP-dependent protease
638185872	1127	211	308	5.1e-16	46.7	TIGR01445	intein N-terminal splicing region
638185880	232	1	223	1.8e-77	248	TIGR02253	HAD superfamily (subfamily IA) hydrolase, TIGR02253
638185880	232	2	206	2.6e-29	90.7	TIGR01428	2-haloalkanoic acid dehalogenase, type II
638185880	232	65	193	9.7e-15	43.3	TIGR01549	haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E
638185880	232	67	199	5.8e-13	37.4	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
638185886	186	3	168	5.8e-76	240.7	TIGR01527	nicotinamide-nucleotide adenylyltransferase
638185886	186	3	65	1.1e-21	64.1	TIGR00125	cytidyltransferase-related domain
638185893	146	2	115	1.3e-24	72.9	TIGR00305	putative toxin-antitoxin system toxin component, PIN family
638185900	325	13	312	4.3e-62	196	TIGR00367	K+-dependent Na+/Ca+ exchanger related-protein
638185925	379	9	379	0.0e+00	556	TIGR01209	RNA ligase, Pab1020 family
638185933	324	229	317	1.3e-31	94.8	TIGR01727	oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain
638185935	321	231	317	1.9e-25	75.1	TIGR01727	oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain
638185951	173	17	163	2.5e-37	114.2	TIGR00177	molybdenum cofactor synthesis domain
638185955	151	11	141	1.2e-43	134.5	TIGR00293	prefoldin, archaeal alpha subunit/eukaryotic subunit 5
638185957	227	5	226	2.4e-70	222.3	TIGR00323	translation initiation factor eIF-6, putative
638185963	117	4	113	5.7e-44	134.8	TIGR02338	prefoldin, beta subunit, archaeal
638185973	425	11	425	0.0e+00	714.7	TIGR00936	adenosylhomocysteinase
638185979	237	6	29	1.0e-09	24.2	TIGR02537	archaeal flagellin N-terminal-like domain
638185981	207	2	25	1.1e-09	24	TIGR02537	archaeal flagellin N-terminal-like domain
638185982	334	2	25	3.0e-09	22.7	TIGR02537	archaeal flagellin N-terminal-like domain
638185983	214	2	25	1.6e-09	23.5	TIGR02537	archaeal flagellin N-terminal-like domain
638185984	255	2	25	2.8e-09	22.8	TIGR02537	archaeal flagellin N-terminal-like domain
638185997	330	1	156	7.0e-22	64.1	TIGR02228	signal peptidase I, archaeal type
638186006	478	9	477	0.0e+00	601.3	TIGR01064	pyruvate kinase
638186008	445	8	440	0.0e+00	600.9	TIGR03385	CoA-disulfide reductase
638186011	472	41	451	1.7e-79	253.5	TIGR00797	putative efflux protein, MATE family
638186013	449	26	431	1.2e-78	250.7	TIGR00797	putative efflux protein, MATE family
638186018	133	3	132	2.3e-53	165.6	TIGR00149	secondary thiamine-phosphate synthase enzyme
638186019	89	3	89	2.6e-35	108	TIGR01687	MoaD family protein, archaeal
638186019	89	3	89	6.4e-23	68.6	TIGR01682	molybdopterin converting factor, subunit 1, non-archaeal
638186020	402	180	317	4.4e-37	113.4	TIGR00177	molybdenum cofactor synthesis domain
638186025	426	259	341	1.8e-11	30.7	TIGR01766	transposase, IS605 OrfB family, central region
638186031	154	3	149	2.1e-52	163.3	TIGR02228	signal peptidase I, archaeal type
638186037	206	2	206	2.5e-105	337.2	TIGR00504	pyroglutamyl-peptidase I
638186039	334	4	331	8.0e-92	294.6	TIGR01327	D-3-phosphoglycerate dehydrogenase
638186043	138	4	132	1.1e-35	108.9	TIGR02793	nickel-responsive transcriptional regulator NikR
638186049	140	7	140	8.5e-57	176.9	TIGR00311	translation initiation factor aIF-2, beta subunit, putative
638186050	1108	335	432	2.0e-25	76.8	TIGR01445	intein N-terminal splicing region
638186050	1108	481	503	5.2e-14	39.3	TIGR01443	intein C-terminal splicing region
638186056	245	3	245	2.2e-109	350.5	TIGR01969	cell division ATPase MinD, archaeal
638186063	197	12	173	3.0e-53	165.7	TIGR00373	TIGR00373 family protein
638186068	686	5	634	0.0e+00	1080.1	TIGR01057	DNA topoisomerase I, archaeal
638186070	158	6	71	2.6e-16	45.9	TIGR00125	cytidyltransferase-related domain
638186071	440	1	439	0.0e+00	485.6	TIGR02717	acetyl coenzyme A synthetase (ADP forming), alpha domain
638186073	250	1	250	6.2e-66	208.6	TIGR00486	dinuclear metal center protein, YbgI/SA1388 family
638186074	295	1	202	3.3e-43	135	TIGR00500	methionine aminopeptidase, type I
638186074	295	1	295	5.5e-121	390.6	TIGR00501	methionine aminopeptidase, type II
638186076	426	259	341	4.6e-11	29.4	TIGR01766	transposase, IS605 OrfB family, central region
638186082	181	1	172	8.2e-67	210.2	TIGR00279	ribosomal protein L10.e
638186083	115	2	110	5.0e-25	75.4	TIGR00039	6-pyruvoyl tetrahydropterin synthase/QueD family protein
638186083	115	4	90	1.4e-26	79.9	TIGR03367	queuosine biosynthesis protein QueD
638186086	476	3	474	0.0e+00	603.4	TIGR00435	cysteinyl-tRNA synthetase
638186088	226	3	226	1.1e-37	115.9	TIGR00153	TIGR00153 family protein
638186092	213	12	207	3.0e-26	78.6	TIGR00024	putative phosphoesterase, SbcD/Mre11-related
638186098	110	1	97	6.4e-26	77	TIGR04076	TIGR04076 family protein
638186101	1136	454	552	7.1e-14	39.8	TIGR01445	intein N-terminal splicing region
638186101	1136	950	972	3.7e-14	39.8	TIGR01443	intein C-terminal splicing region
638186106	348	5	338	1.9e-26	79.8	TIGR01202	2-desacetyl-2-hydroxyethyl bacteriochlorophyllide A dehydrogenase
638186106	348	7	347	0.0e+00	633.2	TIGR00692	L-threonine 3-dehydrogenase
638186108	556	1	553	0.0e+00	601.5	TIGR00471	phenylalanyl-tRNA synthetase, beta subunit
638186109	499	153	497	9.2e-96	306.8	TIGR00468	phenylalanyl-tRNA synthetase, alpha subunit
638186115	110	3	110	3.2e-44	136	TIGR01384	transcription factor S, archaeal
638186117	249	2	249	1.1e-44	138.9	TIGR00590	proliferating cell nuclear antigen (pcna)
638186124	228	1	228	1.1e-121	390.8	TIGR00035	aspartate racemase
638186125	172	4	172	5.1e-67	210.9	TIGR00636	ATP:cob(I)alamin adenosyltransferase
638186129	151	4	147	1.0e-29	89.5	TIGR00072	hydrogenase maturation protease
638186132	350	10	350	0.0e+00	675.8	TIGR00748	hydroxymethylglutaryl-CoA synthase, putative
638186133	185	1	182	1.0e-84	268.7	TIGR02175	2-oxoacid:acceptor oxidoreductase, gamma subunit, pyruvate/2-ketoisovalerate family
638186134	105	29	104	9.5e-39	117.7	TIGR02179	2-oxoacid:acceptor oxidoreductase, delta subunit, pyruvate/2-ketoisovalerate family
638186137	108	30	107	2.3e-39	119.7	TIGR02179	2-oxoacid:acceptor oxidoreductase, delta subunit, pyruvate/2-ketoisovalerate family
638186142	840	12	827	0.0e+00	1427.9	TIGR01243	AAA family ATPase, CDC48 subfamily
638186142	840	525	787	1.1e-100	325.3	TIGR01242	26S proteasome subunit P45 family
638186157	641	2	632	0.0e+00	626.5	TIGR00604	DNA repair helicase (rad3)
638186160	625	20	603	0.0e+00	576.1	TIGR00418	threonyl-tRNA synthetase
638186163	364	15	343	1.3e-129	419	TIGR00512	S-methyl-5-thioribose-1-phosphate isomerase
638186163	364	41	343	3.1e-117	378	TIGR00524	eIF-2B alpha/beta/delta-related uncharacterized proteins
638186173	460	6	443	0.0e+00	550.5	TIGR00414	seryl-tRNA synthetase
638186176	157	26	157	6.6e-38	115.6	TIGR00149	secondary thiamine-phosphate synthase enzyme
638186185	308	6	306	0.0e+00	461.1	TIGR00670	aspartate carbamoyltransferase
638186186	152	1	151	1.0e-69	219.2	TIGR00240	aspartate carbamoyltransferase, regulatory subunit
638186187	388	21	375	1.2e-124	402.1	TIGR01891	amidohydrolase
638186190	265	2	257	9.1e-107	342.2	TIGR00522	diphthine synthase
638186191	317	8	311	0.0e+00	500.8	TIGR00658	ornithine carbamoyltransferase
638186196	208	2	202	8.7e-55	171.7	TIGR01740	orotidine 5'-phosphate decarboxylase, subfamily 1
638186199	175	55	167	2.5e-34	104.9	TIGR00451	uncharacterized domain 2
638186199	175	9	172	5.0e-59	185.6	TIGR03684	arCOG04150 universal archaeal PUA-domain protein
638186200	148	2	144	4.3e-32	98	TIGR02199	rfaE bifunctional protein, domain II
638186200	148	8	74	2.0e-24	72.8	TIGR00125	cytidyltransferase-related domain
638186204	336	2	336	1.8e-123	397.7	TIGR02124	hydrogenase expression/formation protein HypE
638186215	230	32	197	9.9e-15	41.1	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
638186226	201	2	195	1.5e-56	177.4	TIGR00427	membrane protein, MarC family
638186228	243	3	202	1.0e-58	184.3	TIGR02170	thymidylate synthase, flavin-dependent
638186231	143	1	138	6.2e-69	216.3	TIGR00721	DNA-binding protein, Tfx family
638186232	202	4	194	2.8e-95	303.7	TIGR03334	indolepyruvate ferredoxin oxidoreductase, beta subunit
638186233	648	15	640	0.0e+00	944.6	TIGR03336	indolepyruvate ferredoxin oxidoreductase, alpha subunit
638186234	457	2	448	0.0e+00	569.5	TIGR02717	acetyl coenzyme A synthetase (ADP forming), alpha domain
638186238	414	17	378	7.7e-111	356.7	TIGR00065	cell division protein FtsZ
638186252	526	211	521	1.1e-93	300.4	TIGR00835	amino acid carrier protein
638186253	474	37	460	1.9e-105	338.8	TIGR00700	4-aminobutyrate aminotransferase, prokaryotic type
638186254	175	7	170	1.4e-32	98.7	TIGR00270	TIGR00270 family protein
638186274	1624	1	1622	0.0e+00	1509.5	TIGR01054	reverse gyrase
638186274	1624	1343	1364	2.8e-08	21.7	TIGR01443	intein C-terminal splicing region
638186274	1624	954	1028	3.0e-17	51.2	TIGR01445	intein N-terminal splicing region
638186284	327	232	316	5.8e-36	108.7	TIGR01727	oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain
638186285	323	236	322	1.7e-25	75.2	TIGR01727	oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain
638186296	312	15	308	7.2e-124	398.9	TIGR01188	daunorubicin resistance ABC transporter ATP-binding subunit
638186303	552	404	490	2.2e-17	49.6	TIGR04085	radical SAM additional 4Fe4S-binding domain
638186312	571	4	567	0.0e+00	748.5	TIGR01108	oxaloacetate decarboxylase alpha subunit
638186328	287	3	287	1.2e-62	197.4	TIGR00674	dihydrodipicolinate synthase
638186332	450	189	448	2.6e-70	223.6	TIGR00446	NOL1/NOP2/sun family putative RNA methylase
638186332	450	28	450	1.3e-79	255.2	TIGR00563	ribosomal RNA small subunit methyltransferase RsmB
638186333	450	6	439	0.0e+00	630.4	TIGR00928	adenylosuccinate lyase
638186336	137	13	136	4.3e-62	194	TIGR00004	endoribonuclease L-PSP, putative
638186339	394	48	370	1.1e-112	362.5	TIGR00260	threonine synthase
638186340	359	3	316	4.3e-67	214	TIGR00657	aspartate kinase
638186340	359	5	342	0.0e+00	473.1	TIGR02078	Pyrococcus aspartate kinase subunit, putative
638186358	472	15	464	0.0e+00	823.6	TIGR01316	glutamate synthase (NADPH), homotetrameric
638186361	75	1	75	2.0e-33	100.4	TIGR00074	hydrogenase assembly chaperone HypC/HupF
638186362	367	1	366	0.0e+00	444.4	TIGR00075	hydrogenase expression/formation protein HypD
638186365	237	2	226	6.4e-49	152.6	TIGR01978	FeS assembly ATPase SufC
638186367	330	8	328	1.1e-91	293.5	TIGR00816	C4-dicarboxylate transporter/malic acid transport protein
638186379	295	7	283	7.7e-96	306.7	TIGR01297	cation diffusion facilitator family transporter
638186380	773	6	758	0.0e+00	886.5	TIGR00143	[NiFe] hydrogenase maturation protein HypF
638186393	656	15	653	0.0e+00	825.4	TIGR00376	DNA helicase, putative
638186394	74	3	45	9.5e-21	59.6	TIGR01439	looped-hinge helix DNA binding domain, AbrB family
638186398	257	13	251	4.2e-128	411.9	TIGR01247	daunorubicin resistance ABC transporter membrane protein
638186400	324	14	304	5.1e-127	409.3	TIGR01188	daunorubicin resistance ABC transporter ATP-binding subunit
638186402	192	1	176	8.4e-33	99.5	TIGR01884	CRISPR locus-related DNA-binding protein
638186403	220	16	187	6.4e-20	58	TIGR01596	CRISPR-associated endonuclease Cas3-HD
638186404	526	49	391	3.9e-94	301.6	TIGR01587	CRISPR-associated helicase Cas3
638186405	377	1	377	0.0e+00	783.9	TIGR02671	CRISPR-associated protein Cas8a2/Csx9, subtype I-A/APERN
638186406	237	9	177	3.1e-15	42.6	TIGR01874	CRISPR-associated protein Cas5, subtype I-A/APERN
638186407	316	3	283	9.8e-108	346.7	TIGR02583	CRISPR-associated protein Cas7/Csa2, subtype I-A/APERN
638186407	316	4	260	8.4e-50	156.1	TIGR01875	CRISPR-associated autoregulator DevR family
638186408	121	18	113	7.3e-39	118.6	TIGR01878	CRISPR type I-A/APERN-associated protein Csa5
638186410	455	2	450	0.0e+00	607.8	TIGR03990	phosphoglucosamine mutase
638186412	464	1	464	0.0e+00	529.7	TIGR01479	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase
638186412	464	320	403	1.4e-04	10	TIGR01445	intein N-terminal splicing region
638186413	243	4	221	2.4e-18	54.6	TIGR01484	HAD-superfamily hydrolase, subfamily IIB
638186413	243	4	222	5.8e-106	341.3	TIGR02461	mannosyl-3-phosphoglycerate phosphatase
638186413	243	4	242	6.8e-87	278.6	TIGR01486	mannosyl-3-phosphoglycerate phosphatase family
638186414	394	2	383	0.0e+00	676.6	TIGR02460	mannosyl-3-phosphoglycerate synthase
638186423	69	1	61	2.5e-17	49.1	TIGR00304	TIGR00304 family protein
