gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
651049119	174	34.55	6	165	11	174	5.0e-19	87.4	COG1633	Uncharacterized conserved protein	176
651049120	115	26.56	25	88	15	78	1.0e-05	41.8	COG2151	Predicted metal-sulfur cluster biosynthetic enzyme	111
651049123	115	63.48	1	115	23	126	5.0e-35	139	COG2033	Desulfoferrodoxin	126
651049124	53	60.38	1	53	1	53	8.0e-15	71.8	COG1773	Rubredoxin	55
651049125	171	55.23	4	171	1	166	5.0e-49	187	COG1592	Rubrerythrin	166
651049126	409	36.23	4	405	2	387	3.0e-99	355	COG0426	Uncharacterized flavoproteins	388
651049128	345	28.03	24	345	54	423	2.0e-20	93.7	COG1055	Na+/H+ antiporter NhaD and related arsenite permeases	424
651049129	118	39.36	25	118	9	102	5.0e-10	56.4	COG0640	Predicted transcriptional regulators	110
651049130	689	40.28	1	689	2	709	0.0e+00	648	COG2217	Cation transport ATPase	713
651049131	216	38.2	117	204	88	176	2.0e-11	62.7	COG0456	Acetyltransferases	177
651049133	640	46.02	3	639	86	708	0.0e+00	669	COG2217	Cation transport ATPase	713
651049134	100	32.14	17	97	35	115	4.0e-10	56.4	COG3462	Predicted membrane protein	117
651049135	192	35.71	1	130	4	138	4.0e-17	81.6	COG1522	Transcriptional regulators	154
651049136	216	36.04	107	216	102	212	2.0e-16	79.4	COG3413	Predicted DNA binding protein	215
651049137	244	33.04	42	152	60	162	5.0e-16	78	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	243
651049138	283	41.1	1	280	2	293	6.0e-66	244	COG1131	ABC-type multidrug transport system, ATPase component	293
651049141	216	43	1	194	2	194	4.0e-60	224	COG0450	Peroxiredoxin	194
651049142	636	28.34	6	636	48	764	6.0e-118	418	COG0243	Anaerobic dehydrogenases, typically selenocysteine-containing	765
651049143	194	33.02	1	192	1	214	1.0e-17	83.1	COG1711	Uncharacterized protein conserved in archaea	223
651049144	249	32.58	3	248	61	324	3.0e-32	131	COG0592	DNA polymerase sliding clamp subunit (PCNA homolog)	364
651049146	110	46.43	1	109	2	113	2.0e-27	113	COG1594	DNA-directed RNA polymerase, subunit M/Transcription elongation factor TFIIS	113
651049147	466	35.52	1	442	3	359	8.0e-45	175	COG1672	Predicted ATPase (AAA+ superfamily)	359
651049151	429	42.89	8	418	10	413	0.0e+00	504	COG0112	Glycine/serine hydroxymethyltransferase	413
651049152	398	24.79	68	397	14	376	3.0e-30	126	COG0814	Amino acid permeases	415
651049153	250	50.2	1	247	1	246	1.0e-87	316	COG0846	NAD-dependent protein deacetylases, SIR2 family	250
651049155	242	35.74	1	227	3	229	1.0e-32	133	COG1011	Predicted hydrolase (HAD superfamily)	229
651049156	193	39.49	4	193	1	188	4.0e-37	147	COG2411	Uncharacterized conserved protein	188
651049158	153	58.27	13	151	1	139	4.0e-36	143	COG2426	Predicted membrane protein	142
651049160	224	36.49	1	214	3	224	5.0e-46	177	COG1131	ABC-type multidrug transport system, ATPase component	293
651049164	426	24.54	50	411	62	428	3.0e-15	76.8	COG2271	Sugar phosphate permease	448
651049165	440	28.6	1	438	1	454	6.0e-80	291	COG0312	Predicted Zn-dependent proteases and their inactivated homologs	454
651049166	473	38.94	1	468	1	449	1.0e-108	387	COG0312	Predicted Zn-dependent proteases and their inactivated homologs	454
651049167	97	35.05	1	95	6	102	1.0e-12	64.6	COG1694	Predicted pyrophosphatase	102
651049168	394	17.91	10	338	1	319	4.0e-07	49.7	COG1672	Predicted ATPase (AAA+ superfamily)	359
651049169	826	23.98	493	656	49	216	3.0e-10	61.1	COG3063	Tfp pilus assembly protein PilF	250
651049170	229	45.22	1	226	1	229	7.0e-68	250	COG1794	Aspartate racemase	230
651049171	240	27.48	1	219	2	219	5.0e-25	108	COG0455	ATPases involved in chromosome partitioning	262
651049172	270	29.89	13	270	556	815	1.0e-41	163	COG3264	Small-conductance mechanosensitive channel	835
651049173	404	45.79	15	404	1	392	9.0e-98	350	COG0452	Phosphopantothenoylcysteine synthetase/decarboxylase	392
651049174	126	55.56	4	111	1	108	2.0e-36	144	COG1993	Uncharacterized conserved protein	109
651049175	137	44.35	16	137	1	124	2.0e-23	101	COG0239	Integral membrane protein possibly involved in chromosome condensation	126
651049176	426	28.9	8	424	1	405	3.0e-30	126	COG0025	NhaP-type Na+/H+ and K+/H+ antiporters	429
651049177	288	59.57	10	286	4	273	5.0e-84	304	COG1689	Uncharacterized protein conserved in archaea	274
651049178	231	24.15	22	227	9	178	4.0e-25	108	COG1913	Predicted Zn-dependent proteases	181
651049179	154	51.72	5	149	12	155	2.0e-44	171	COG1225	Peroxiredoxin	157
651049180	478	48.96	6	478	5	477	0.0e+00	527	COG0469	Pyruvate kinase	477
651049181	224	33.33	1	211	1	178	4.0e-36	145	COG0563	Adenylate kinase and related kinases	178
651049183	93	33.33	1	93	2	84	5.0e-09	52.6	COG1977	Molybdopterin converting factor, small subunit	84
651049184	93	51.65	1	91	2	92	8.0e-24	101	COG0011	Uncharacterized conserved protein	100
651049185	223	29.78	3	194	15	238	2.0e-26	112	COG2226	Methylase involved in ubiquinone/menaquinone biosynthesis	238
651049187	957	19.44	10	859	1	767	6.0e-55	209	COG1287	Uncharacterized membrane protein, required for N-linked glycosylation	773
651049188	602	52.15	1	602	1	597	0.0e+00	781	COG0449	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	597
651049190	383	36.05	77	160	287	372	2.0e-09	57.3	COG2265	SAM-dependent methyltransferases related to tRNA (uracil-5-)-methyltransferase	432
651049191	461	38.33	3	456	24	437	4.0e-89	321	COG4346	Predicted membrane-bound dolichyl-phosphate-mannose-protein mannosyltransferase	438
651049192	231	35.48	4	216	3	199	2.0e-47	182	COG0164	Ribonuclease HII	199
651049193	273	24.09	1	273	9	267	4.0e-22	98.6	COG1108	ABC-type Mn2+/Zn2+ transport systems, permease components	274
651049194	264	38.96	1	247	2	248	1.0e-65	243	COG1121	ABC-type Mn/Zn transport systems, ATPase component	254
651049195	124	30.26	28	102	1	75	1.0e-16	79.1	COG0361	Translation initiation factor 1 (IF-1)	75
651049196	258	50.4	8	255	6	252	4.0e-72	264	COG1718	Serine/threonine protein kinase involved in cell cycle control	268
651049197	248	49.21	34	224	5	194	2.0e-52	199	COG1094	Predicted RNA-binding protein (contains KH domains)	194
651049198	565	55.98	1	548	1	510	0.0e+00	664	COG1389	DNA topoisomerase VI, subunit B	538
651049199	386	45.05	21	383	8	356	8.0e-114	403	COG1697	DNA topoisomerase VI, subunit A	356
651049200	415	46.81	3	415	2	470	3.0e-89	322	COG1771	Uncharacterized protein conserved in archaea	471
651049201	138	58.27	1	126	4	130	2.0e-29	121	COG1710	Uncharacterized protein conserved in archaea	139
651049202	704	23.5	395	595	253	435	7.0e-11	63.2	COG1401	GTPase subunit of restriction endonuclease	601
651049203	467	21.32	1	396	4	393	3.0e-21	96.6	COG4268	McrBC 5-methylcytosine restriction system component	439
651049205	268	38.46	3	268	5	282	2.0e-65	242	COG1469	Uncharacterized conserved protein	289
651049207	65	41.94	1	61	25	86	2.0e-05	40.6	COG2026	Cytotoxic translational repressor of toxin-antitoxin stability system	90
651049208	358	39.17	1	353	3	412	2.0e-74	273	COG1078	HD superfamily phosphohydrolases	421
651049209	732	36.33	15	718	4	697	0.0e+00	651	COG0480	Translation elongation factors (GTPases)	697
651049210	470	32.27	2	441	6	358	6.0e-40	158	COG1672	Predicted ATPase (AAA+ superfamily)	359
651049211	428	64.3	1	426	1	428	0.0e+00	609	COG5256	Translation elongation factor EF-1alpha (GTPase)	428
651049212	102	44.66	1	102	3	104	2.0e-28	117	COG0051	Ribosomal protein S10	104
651049214	220	32.71	1	209	8	221	8.0e-32	130	COG1451	Predicted metal-dependent hydrolase	223
651049215	982	29.91	11	958	12	962	0.0e+00	463	COG0610	Type I site-specific restriction-modification system, R (restriction) subunit and related helicases	962
651049219	430	23.54	19	425	1	391	3.0e-25	110	COG0732	Restriction endonuclease S subunits	391
651049221	517	41.5	14	517	1	486	3.0e-106	379	COG0286	Type I restriction-modification system methyltransferase subunit	489
651049222	633	42.65	6	627	3	614	0.0e+00	545	COG2414	Aldehyde:ferredoxin oxidoreductase	614
651049223	279	47.25	11	278	69	341	2.0e-75	275	COG2520	Predicted methyltransferase	341
651049225	213	25	13	210	16	188	3.0e-17	82	COG1468	RecB family exonuclease	190
651049226	292	24.89	1	227	10	237	7.0e-18	84.9	COG0491	Zn-dependent hydrolases, including glyoxylases	252
651049228	435	30.05	1	416	3	413	5.0e-81	295	COG2403	Predicted GTPase	449
651049229	296	52.9	1	288	1	291	1.0e-83	303	COG2074	2-phosphoglycerate kinase	299
651049230	503	26.9	2	274	1	290	4.0e-40	159	COG1409	Predicted phosphohydrolases	301
651049231	136	27.64	8	129	151	273	6.0e-18	83.4	COG2905	Predicted signal-transduction protein containing cAMP-binding and CBS domains	610
651049232	259	21.81	16	250	14	246	3.0e-23	102	COG0121	Predicted glutamine amidotransferase	252
651049233	290	33.81	8	286	3	280	1.0e-42	166	COG2810	Predicted type IV restriction endonuclease	284
651049234	330	40.42	5	330	11	339	2.0e-83	302	COG0309	Hydrogenase maturation factor	339
651049235	395	27.67	13	373	9	337	2.0e-34	140	COG2247	Putative cell wall-binding domain	337
651049236	591	66.16	1	589	3	591	0.0e+00	958	COG1245	Predicted ATPase, RNase L inhibitor (RLI) homolog	591
651049237	899	36.31	1	620	22	632	0.0e+00	497	COG1205	Distinct helicase family with a unique C-terminal domain including a metal-binding cysteine cluster	851
651049238	209	43.07	1	201	2	203	3.0e-46	178	COG1739	Uncharacterized conserved protein	203
651049239	148	30.41	2	142	5	152	6.0e-21	93.5	COG4087	Soluble P-type ATPase	152
651049244	222	30.77	5	222	3	216	3.0e-19	88.7	COG0463	Glycosyltransferases involved in cell wall biogenesis	291
651049245	285	54.48	3	267	1	268	5.0e-99	354	COG0413	Ketopantoate hydroxymethyltransferase	268
651049246	182	59.29	43	182	2	137	1.0e-33	136	COG1371	Uncharacterized conserved protein	137
651049247	311	37.82	3	307	50	354	9.0e-74	270	COG0144	tRNA and rRNA cytosine-C5-methylases	355
651049248	149	37.21	18	146	1	126	2.0e-28	118	COG3270	Uncharacterized conserved protein	127
651049249	960	50.39	576	960	77	432	0.0e+00	499	COG1690	Uncharacterized conserved protein	432
651049250	308	24.03	1	308	1	278	6.0e-19	88.3	COG1277	ABC-type transport system involved in multi-copper enzyme maturation, permease component	278
651049251	709	31.31	196	709	1	513	2.0e-65	244	COG1470	Predicted membrane protein	513
651049252	309	44.22	3	303	2	291	7.0e-77	281	COG1131	ABC-type multidrug transport system, ATPase component	293
651049253	156	58.33	1	154	1	149	1.0e-53	202	COG0315	Molybdenum cofactor biosynthesis enzyme	157
651049255	576	24.32	4	570	148	727	5.0e-57	215	COG1193	Mismatch repair ATPase (MutS family)	753
651049256	222	53.18	1	220	1	204	3.0e-61	228	COG3642	Mn2+-dependent serine/threonine protein kinase	204
651049257	550	49.16	14	535	2	524	0.0e+00	498	COG0459	Chaperonin GroEL (HSP60 family)	524
651049258	292	36.39	3	288	26	302	3.0e-42	165	COG0501	Zn-dependent protease with chaperone function	302
651049259	380	27.36	1	377	11	402	1.0e-60	227	COG1228	Imidazolonepropionase and related amidohydrolases	406
651049260	281	29.06	18	276	1	251	2.0e-29	122	COG1028	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	251
651049261	336	49.4	5	334	1	312	1.0e-111	396	COG1899	Deoxyhypusine synthase	318
651049262	476	28.96	23	475	1	456	3.0e-59	222	COG0277	FAD/FMN-containing dehydrogenases	459
651049263	378	29.9	33	378	4	387	6.0e-48	185	COG0247	Fe-S oxidoreductase	388
651049264	587	35.25	90	520	3	429	5.0e-77	282	COG0579	Predicted dehydrogenase	429
651049265	414	28.17	1	320	3	300	2.0e-22	100	COG0492	Thioredoxin reductase	305
651049266	122	41.74	4	118	2	114	6.0e-25	106	COG3862	Uncharacterized protein with conserved CXXC pairs	117
651049267	498	35.33	1	498	4	494	6.0e-105	374	COG0554	Glycerol kinase	499
651049268	385	33.5	7	378	1	381	2.0e-59	222	COG1373	Predicted ATPase (AAA+ superfamily)	398
651049270	453	35.98	3	430	3	358	5.0e-42	165	COG1672	Predicted ATPase (AAA+ superfamily)	359
651049271	424	49.65	1	419	1	415	6.0e-130	457	COG1571	Predicted DNA-binding protein containing a Zn-ribbon domain	421
651049272	362	27.82	125	362	17	261	1.0e-41	164	COG2819	Predicted hydrolase of the alpha/beta superfamily	264
651049273	189	31.36	15	177	14	181	1.0e-23	103	COG1670	Acetyltransferases, including N-acetylases of ribosomal proteins	187
651049274	318	45.89	1	312	1	313	5.0e-73	268	COG1395	Predicted transcriptional regulator	313
651049275	416	41.27	1	413	1	415	5.0e-97	348	COG1078	HD superfamily phosphohydrolases	421
651049276	427	18.6	13	377	117	489	8.0e-17	82.1	COG0318	Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II	534
651049280	396	48.53	2	396	1	401	1.0e-116	413	COG0303	Molybdopterin biosynthesis enzyme	404
651049281	152	27.52	5	152	2	139	9.0e-13	66.3	COG1848	Predicted nucleic acid-binding protein, contains PIN domain	140
651049283	171	49.07	7	166	1	157	8.0e-45	173	COG0521	Molybdopterin biosynthesis enzymes	169
651049284	197	43.78	1	195	2	200	4.0e-48	184	COG1865	Uncharacterized conserved protein	200
651049286	156	22.82	7	149	4	134	7.0e-09	53.4	COG4113	Predicted nucleic acid-binding protein, contains PIN domain	134
651049287	333	39.05	2	328	23	347	3.0e-78	285	COG2038	NaMN:DMB phosphoribosyltransferase	347
651049289	185	41.4	1	182	2	175	3.0e-40	158	COG2266	GTP:adenosylcobinamide-phosphate guanylyltransferase	177
651049290	231	35.42	1	229	5	244	1.0e-37	149	COG0368	Cobalamin-5-phosphate synthase	246
651049291	138	27.45	6	132	8	160	7.0e-21	93.1	COG1267	Phosphatidylglycerophosphatase A and related proteins	160
651049292	248	25.88	103	245	33	201	1.0e-09	57.3	COG1573	Uracil-DNA glycosylase	202
651049293	294	46.79	1	285	3	314	4.0e-76	278	COG1270	Cobalamin biosynthesis protein CobD/CbiB	320
651049294	322	37.86	10	322	12	355	3.0e-64	238	COG0079	Histidinol-phosphate/aromatic aminotransferase and cobyric acid decarboxylase	356
651049295	1181	28.07	219	386	97	259	3.0e-18	88.6	COG1305	Transglutaminase-like enzymes, putative cysteine proteases	319
651049297	324	48	1	318	6	329	2.0e-74	273	COG0714	MoxR-like ATPases	329
651049298	420	28.06	1	412	4	409	2.0e-38	153	COG1721	Uncharacterized conserved protein (some members contain a von Willebrand factor type A (vWA) domain)	416
651049300	248	37.72	33	142	43	153	2.0e-17	82.6	COG2226	Methylase involved in ubiquinone/menaquinone biosynthesis	238
651049301	890	43.3	2	890	1	876	0.0e+00	979	COG0525	Valyl-tRNA synthetase	877
651049302	370	45.61	1	341	1	336	9.0e-80	290	COG2419	Uncharacterized conserved protein	336
651049305	338	33.33	67	210	43	171	4.0e-20	92.2	COG1525	Micrococcal nuclease (thermonuclease) homologs	192
651049306	332	51.34	1	329	3	339	7.0e-93	334	COG2520	Predicted methyltransferase	341
651049308	441	27.99	9	441	14	454	3.0e-76	279	COG0312	Predicted Zn-dependent proteases and their inactivated homologs	454
651049309	455	35.34	1	455	1	453	9.0e-95	340	COG0312	Predicted Zn-dependent proteases and their inactivated homologs	454
651049310	114	22.64	8	113	23	128	5.0e-13	66.4	COG1917	Uncharacterized conserved protein, contains double-stranded beta-helix domain	131
651049311	231	39.74	2	227	1	229	1.0e-63	236	COG1794	Aspartate racemase	230
651049312	327	36.73	9	327	1	322	2.0e-61	229	COG0598	Mg2+ and Co2+ transporters	322
651049313	275	43.64	1	275	1	259	2.0e-70	259	COG1237	Metal-dependent hydrolases of the beta-lactamase superfamily II	259
651049315	397	34.18	1	390	3	366	5.0e-101	361	COG0012	Predicted GTPase, probable translation factor	372
651049316	170	48.28	1	164	2	174	3.0e-31	128	COG1437	Adenylate cyclase, class 2 (thermophilic)	178
651049317	160	32.9	1	154	3	152	9.0e-17	79.7	COG1522	Transcriptional regulators	154
651049318	177	54.59	1	176	3	187	1.0e-73	268	COG0163	3-polyprenyl-4-hydroxybenzoate decarboxylase	191
651049319	267	29.47	60	264	53	245	3.0e-26	112	COG1624	Uncharacterized conserved protein	247
651049323	413	38.75	1	364	2	358	4.0e-74	272	COG1208	Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis/translation initiation factor 2B, gamma/epsilon subunits (eIF-2Bgamma/eIF-2Bepsilon)	358
651049325	658	49.33	1	657	2	652	0.0e+00	722	COG0370	Fe2+ transport system protein B	653
651049326	75	40.28	3	73	1	72	3.0e-11	60.2	COG1918	Fe2+ transport system protein A	75
651049327	120	56.31	16	118	1	103	3.0e-31	126	COG4818	Predicted membrane protein	105
651049328	266	26.38	5	244	4	251	1.0e-26	114	COG0037	Predicted ATPase of the PP-loop superfamily implicated in cell cycle control	298
651049329	332	32.73	5	324	10	334	1.0e-57	217	COG0309	Hydrogenase maturation factor	339
651049330	105	39.34	19	77	22	77	4.0e-03	32.9	COG1669	Predicted nucleotidyltransferases	97
