gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
638199297	205	10	194	PANTHER	PTHR13016	IPR023473	AMMECR1	
638199297	205	2	130	Gene3D	G3DSA:3.30.700.20			
638199297	205	4	203	SUPERFAMILY	SSF143447			
638199297	205	10	194	PANTHER	PTHR13016:SF0			
638199297	205	131	186	Gene3D	G3DSA:3.30.1490.150			
638199298	279	104	272	Pfam	PF01729	IPR002638	Quinolinate phosphoribosyl transferase, C-terminal	GO:0009435|GO:0004514
638199298	279	104	273	SUPERFAMILY	SSF51690	IPR002638	Quinolinate phosphoribosyl transferase, C-terminal	GO:0009435|GO:0004514
638199298	279	7	273	TIGRFAM	TIGR00078	IPR004393	Nicotinate-nucleotide pyrophosphorylase	GO:0019363|GO:0004514
638199298	279	126	263	Gene3D	G3DSA:3.20.20.70	IPR013785	Aldolase-type TIM barrel	GO:0003824
638199298	279	7	125	Gene3D	G3DSA:3.90.1170.20	IPR022412	Quinolinate phosphoribosyl transferase, N-terminal	GO:0016763
638199298	279	16	102	Pfam	PF02749	IPR022412	Quinolinate phosphoribosyl transferase, N-terminal	GO:0016763
638199298	279	5	103	SUPERFAMILY	SSF54675			
638199298	279	6	275	PANTHER	PTHR32496			
638199298	279	6	275	PANTHER	PTHR32496:SF0			
638199298	279	181	202	Coils	Coil			
638199299	266	1	146	ProSiteProfiles	PS51186	IPR000182	GNAT domain	GO:0008080
638199299	266	46	118	Pfam	PF13508	IPR000182	GNAT domain	GO:0008080
638199299	266	1	130	Gene3D	G3DSA:3.40.630.30	IPR016181	Acyl-CoA N-acyltransferase	
638199299	266	1	168	SUPERFAMILY	SSF55729	IPR016181	Acyl-CoA N-acyltransferase	
638199300	308	11	308	TIGRFAM	TIGR00550	IPR003473	Quinolinate synthetase A	GO:0009435|GO:0008987
638199300	308	14	307	Pfam	PF02445	IPR003473	Quinolinate synthetase A	GO:0009435|GO:0008987
638199300	308	10	307	Hamap	MF_00568	IPR023066	Quinolinate synthase A, type 2	GO:0016765
638199300	308	10	308	PANTHER	PTHR30573			
638199300	308	11	307	SUPERFAMILY	SSF142754			
638199301	396	5	394	TIGRFAM	TIGR00529	IPR005253	Conserved hypothetical protein CHP00529	
638199301	396	4	395	Pfam	PF04165	IPR007294	Protein of unknown function DUF401	
638199302	464	8	349	Pfam	PF00890	IPR003953	FAD binding domain	
638199302	464	4	448	TIGRFAM	TIGR00551	IPR005288	L-aspartate oxidase	GO:0008734|GO:0005737|GO:0055114|GO:0009435
638199302	464	6	25	PRINTS	PR00368	IPR013027	FAD-dependent pyridine nucleotide-disulphide oxidoreductase	GO:0055114
638199302	464	166	184	PRINTS	PR00368	IPR013027	FAD-dependent pyridine nucleotide-disulphide oxidoreductase	GO:0055114
638199302	464	312	334	PRINTS	PR00368	IPR013027	FAD-dependent pyridine nucleotide-disulphide oxidoreductase	GO:0055114
638199302	464	387	418	Gene3D	G3DSA:1.20.58.100	IPR015939	Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal	GO:0016491|GO:0055114
638199302	464	387	419	Pfam	PF02910	IPR015939	Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal	GO:0016491|GO:0055114
638199302	464	387	453	SUPERFAMILY	SSF46977	IPR015939	Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal	GO:0016491|GO:0055114
638199302	464	421	448	Gene3D	G3DSA:1.20.58.100	IPR015939	Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal	GO:0016491|GO:0055114
638199302	464	421	448	Pfam	PF02910	IPR015939	Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal	GO:0016491|GO:0055114
638199302	464	4	211	Gene3D	G3DSA:3.50.50.60			
638199302	464	4	231	SUPERFAMILY	SSF51905			
638199302	464	5	27	PRINTS	PR00411			
638199302	464	8	457	PANTHER	PTHR11632			
638199302	464	169	178	PRINTS	PR00411			
638199302	464	207	310	SUPERFAMILY	SSF56425			
638199302	464	212	305	Gene3D	G3DSA:3.90.700.10			
638199302	464	306	365	Gene3D	G3DSA:3.50.50.60			
638199302	464	313	365	SUPERFAMILY	SSF51905			
638199302	464	327	334	PRINTS	PR00411			
638199303	469	1	469	Hamap	MF_01904	IPR007566	Phosphoenolpyruvate carboxylase, archaeal-type	GO:0015977|GO:0008964|GO:0006099
638199303	469	1	469	PIRSF	PIRSF006677	IPR007566	Phosphoenolpyruvate carboxylase, archaeal-type	GO:0015977|GO:0008964|GO:0006099
638199303	469	2	445	TIGRFAM	TIGR02751	IPR007566	Phosphoenolpyruvate carboxylase, archaeal-type	GO:0015977|GO:0008964|GO:0006099
638199303	469	93	452	SUPERFAMILY	SSF51621	IPR015813	Pyruvate/Phosphoenolpyruvate kinase	GO:0003824
638199303	469	2	469	Pfam	PF14010			
638199304	248	2	224	Pfam	PF00149	IPR004843	Metallophosphoesterase domain	GO:0016787
638199304	248	1	240	SUPERFAMILY	SSF56300			
638199304	248	22	239	Gene3D	G3DSA:3.60.21.10			
638199305	550	40	52	ProSitePatterns	PS00750	IPR002194	Chaperonin TCP-1, conserved site	GO:0006457|GO:0051082|GO:0005524
638199305	550	61	77	ProSitePatterns	PS00751	IPR002194	Chaperonin TCP-1, conserved site	GO:0006457|GO:0051082|GO:0005524
638199305	550	89	97	ProSitePatterns	PS00995	IPR002194	Chaperonin TCP-1, conserved site	GO:0006457|GO:0051082|GO:0005524
638199305	550	1	534	PANTHER	PTHR11353	IPR002423	Chaperonin Cpn60/TCP-1	GO:0044267|GO:0005524
638199305	550	17	146	SUPERFAMILY	SSF48592	IPR002423	Chaperonin Cpn60/TCP-1	GO:0044267|GO:0005524
638199305	550	35	525	Pfam	PF00118	IPR002423	Chaperonin Cpn60/TCP-1	GO:0044267|GO:0005524
638199305	550	405	524	SUPERFAMILY	SSF48592	IPR002423	Chaperonin Cpn60/TCP-1	GO:0044267|GO:0005524
638199305	550	1	534	PANTHER	PTHR11353:SF27	IPR012714	Thermosome, archaeal	GO:0006457|GO:0051082|GO:0005524
638199305	550	8	525	TIGRFAM	TIGR02339	IPR012714	Thermosome, archaeal	GO:0006457|GO:0051082|GO:0005524
638199305	550	37	53	PRINTS	PR00304	IPR017998	Chaperone, tailless complex polypeptide 1	
638199305	550	59	77	PRINTS	PR00304	IPR017998	Chaperone, tailless complex polypeptide 1	
638199305	550	89	108	PRINTS	PR00304	IPR017998	Chaperone, tailless complex polypeptide 1	
638199305	550	373	395	PRINTS	PR00304	IPR017998	Chaperone, tailless complex polypeptide 1	
638199305	550	407	419	PRINTS	PR00304	IPR017998	Chaperone, tailless complex polypeptide 1	
638199305	550	6	144	Gene3D	G3DSA:1.10.560.10			
638199305	550	149	213	Gene3D	G3DSA:3.30.260.10			
638199305	550	149	216	SUPERFAMILY	SSF54849			
638199305	550	212	378	SUPERFAMILY	SSF52029			
638199305	550	214	377	Gene3D	G3DSA:3.50.7.10			
638199305	550	269	290	Coils	Coil			
638199305	550	368	405	SUPERFAMILY	SSF54849			
638199305	550	378	404	Gene3D	G3DSA:3.30.260.10			
638199305	550	384	405	Coils	Coil			
638199305	550	405	525	Gene3D	G3DSA:1.10.560.10			
638199306	259	1	25	ProSiteProfiles	PS51257			
638199307	128	8	89	Pfam	PF01909	IPR002934	Nucleotidyl transferase domain	GO:0016779
638199307	128	4	91	SUPERFAMILY	SSF81301			
638199307	128	6	101	Gene3D	G3DSA:3.30.460.10			
638199308	140	16	132	Pfam	PF01934	IPR008201	Protein of unknown function DUF86	
638199308	140	5	26	Coils	Coil			
638199308	140	66	131	SUPERFAMILY	SSF81593			
638199309	240	24	174	Pfam	PF04055	IPR007197	Radical SAM	GO:0003824|GO:0051536
638199309	240	3	193	TIGRFAM	TIGR02495	IPR012840	Ribonucleoside-triphosphate reductase, anaerobic-like	
638199309	240	24	108	Pfam	PF13394			
638199309	240	25	173	SUPERFAMILY	SSF102114			
638199309	240	68	234	Gene3D	G3DSA:3.80.30.10			
638199310	658	67	655	TIGRFAM	TIGR02487	IPR012833	Ribonucleoside-triphosphate reductase, anaerobic	GO:0055114|GO:0008998|GO:0016491
638199310	658	31	658	PANTHER	PTHR21075			
638199310	658	63	657	Pfam	PF13597			
638199310	658	68	640	SUPERFAMILY	SSF51998			
638199310	658	76	638	Gene3D	G3DSA:3.20.70.20			
638199311	364	4	234	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0016887|GO:0005524
638199311	364	43	161	Pfam	PF00005	IPR003439	ABC transporter-like	GO:0016887|GO:0005524
638199311	364	28	211	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
638199311	364	237	363	SUPERFAMILY	SSF50331	IPR008995	Molybdate/tungstate binding	GO:0005215|GO:0016820|GO:0043190|GO:0006810|GO:0005524
638199311	364	303	346	Gene3D	G3DSA:2.40.50.140	IPR012340	Nucleic acid-binding, OB-fold	
638199311	364	279	355	Pfam	PF08402	IPR013611	Transport-associated OB, type 2	GO:0016820|GO:0005215|GO:0006810|GO:0043190|GO:0005524
638199311	364	134	148	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
638199311	364	1	246	PANTHER	PTHR24220			
638199311	364	1	246	PANTHER	PTHR24220:SF151			
638199311	364	3	239	Gene3D	G3DSA:3.40.50.300			
638199311	364	4	243	SUPERFAMILY	SSF52540			
638199311	364	240	283	Gene3D	G3DSA:2.40.50.100			
638199311	364	348	363	Gene3D	G3DSA:2.40.50.100			
638199312	277	72	264	ProSiteProfiles	PS50928	IPR000515	Binding-protein-dependent transport systems inner membrane component	GO:0016020|GO:0005215|GO:0006810
638199312	277	90	268	Pfam	PF00528	IPR000515	Binding-protein-dependent transport systems inner membrane component	GO:0016020|GO:0005215|GO:0006810
638199312	277	2	269	PANTHER	PTHR32243			
638199312	277	10	267	Gene3D	G3DSA:1.10.3720.10			
638199312	277	10	269	SUPERFAMILY	SSF161098			
638199313	284	60	271	ProSiteProfiles	PS50928	IPR000515	Binding-protein-dependent transport systems inner membrane component	GO:0016020|GO:0005215|GO:0006810
638199313	284	77	271	Pfam	PF00528	IPR000515	Binding-protein-dependent transport systems inner membrane component	GO:0016020|GO:0005215|GO:0006810
638199313	284	3	284	PANTHER	PTHR32371			
638199313	284	3	284	PANTHER	PTHR32371:SF0			
638199313	284	4	37	Gene3D	G3DSA:1.20.58.370			
638199313	284	5	277	SUPERFAMILY	SSF161098			
638199313	284	51	277	Gene3D	G3DSA:1.10.3720.10			
638199314	426	1	22	ProSiteProfiles	PS51257			
638199314	426	26	418	SUPERFAMILY	SSF53850			
638199314	426	43	153	Gene3D	G3DSA:3.40.190.10			
638199314	426	54	347	Pfam	PF13416			
638199314	426	154	345	Gene3D	G3DSA:3.40.190.10			
638199315	339	51	246	Gene3D	G3DSA:1.25.40.10	IPR011990	Tetratricopeptide-like helical	GO:0005515
638199315	339	52	241	ProSiteProfiles	PS50293	IPR013026	Tetratricopeptide repeat-containing domain	GO:0005515
638199315	339	52	85	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
638199315	339	52	85	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
638199315	339	91	124	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
638199315	339	91	124	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
638199315	339	131	164	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
638199315	339	131	164	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
638199315	339	171	204	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
638199315	339	208	241	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
638199315	339	208	241	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
638199315	339	52	254	SUPERFAMILY	SSF48452			
638199315	339	88	163	Pfam	PF13424			
638199315	339	137	168	Coils	Coil			
638199315	339	176	241	Pfam	PF13432			
638199315	339	300	321	Coils	Coil			
638199316	91	1	91	Hamap	MF_00043	IPR004542	Translation elongation factor EF1B, beta chain, archaeal	GO:0006414|GO:0003746
638199316	91	3	91	PIRSF	PIRSF006521	IPR004542	Translation elongation factor EF1B, beta chain, archaeal	GO:0006414|GO:0003746
638199316	91	6	90	TIGRFAM	TIGR00489	IPR004542	Translation elongation factor EF1B, beta chain, archaeal	GO:0006414|GO:0003746
638199316	91	5	91	SMART	SM00888	IPR014038	Translation elongation factor EF1B, beta/delta subunit, guanine nucleotide exchange	GO:0006414|GO:0003746|GO:0005853
638199316	91	8	91	Pfam	PF00736	IPR014038	Translation elongation factor EF1B, beta/delta subunit, guanine nucleotide exchange	GO:0006414|GO:0003746|GO:0005853
638199316	91	8	91	SUPERFAMILY	SSF54984	IPR014038	Translation elongation factor EF1B, beta/delta subunit, guanine nucleotide exchange	GO:0006414|GO:0003746|GO:0005853
638199316	91	5	91	Gene3D	G3DSA:3.30.70.60	IPR014717	Translation elongation factor EF1B/ribosomal protein S6	
638199317	63	14	37	Pfam	PF07754	IPR011668	Domain of unknown function DUF1610	
638199317	63	43	60	Pfam	PF07754	IPR011668	Domain of unknown function DUF1610	
638199318	277	18	249	Pfam	PF01040	IPR000537	UbiA prenyltransferase family	GO:0004659|GO:0016021
638199318	277	3	272	Hamap	MF_01286	IPR023547	Digeranylgeranylglyceryl phosphate synthase	GO:0005886|GO:0008654|GO:0000287|GO:0047295
638199318	277	2	237	PANTHER	PTHR11048			
638199320	492	1	491	PANTHER	PTHR11819	IPR001734	Sodium/solute symporter	GO:0016020|GO:0005215|GO:0006810|GO:0055085
638199320	492	10	454	ProSiteProfiles	PS50283	IPR001734	Sodium/solute symporter	GO:0016020|GO:0005215|GO:0006810|GO:0055085
638199320	492	41	440	Pfam	PF00474	IPR001734	Sodium/solute symporter	GO:0016020|GO:0005215|GO:0006810|GO:0055085
638199320	492	41	440	TIGRFAM	TIGR00813	IPR019900	Sodium/solute symporter, subgroup	GO:0016020|GO:0006810
638199320	492	1	491	PANTHER	PTHR11819:SF12			
638199321	624	216	617	SUPERFAMILY	SSF48310	IPR001203	Aldehyde ferredoxin oxidoreductase, C-terminal	GO:0009055|GO:0051536|GO:0016491|GO:0055114|GO:0016625
638199321	624	220	604	Pfam	PF01314	IPR001203	Aldehyde ferredoxin oxidoreductase, C-terminal	GO:0009055|GO:0051536|GO:0016491|GO:0055114|GO:0016625
638199321	624	8	211	SUPERFAMILY	SSF56228	IPR013983	Aldehyde ferredoxin oxidoreductase, N-terminal	GO:0051536|GO:0016625|GO:0016491|GO:0055114
638199321	624	8	213	Gene3D	G3DSA:3.60.9.10	IPR013983	Aldehyde ferredoxin oxidoreductase, N-terminal	GO:0051536|GO:0016625|GO:0016491|GO:0055114
638199321	624	11	208	Pfam	PF02730	IPR013983	Aldehyde ferredoxin oxidoreductase, N-terminal	GO:0051536|GO:0016625|GO:0016491|GO:0055114
638199321	624	11	211	SMART	SM00790	IPR013983	Aldehyde ferredoxin oxidoreductase, N-terminal	GO:0051536|GO:0016625|GO:0016491|GO:0055114
638199321	624	397	604	Gene3D	G3DSA:1.10.599.10	IPR013985	Aldehyde ferredoxin oxidoreductase, domain 3	GO:0055114|GO:0051536|GO:0016625
638199321	624	8	609	PANTHER	PTHR30038			
638199321	624	8	609	PANTHER	PTHR30038:SF0			
638199322	279	1	274	PANTHER	PTHR11732	IPR001395	Aldo/keto reductase	
638199322	279	138	155	ProSitePatterns	PS00062	IPR018170	Aldo/keto reductase, conserved site	GO:0055114|GO:0016491
638199322	279	50	74	PRINTS	PR00069	IPR020471	Aldo/keto reductase subgroup	GO:0016491|GO:0055114
638199322	279	106	124	PRINTS	PR00069	IPR020471	Aldo/keto reductase subgroup	GO:0016491|GO:0055114
638199322	279	138	155	PRINTS	PR00069	IPR020471	Aldo/keto reductase subgroup	GO:0016491|GO:0055114
638199322	279	213	237	PRINTS	PR00069	IPR020471	Aldo/keto reductase subgroup	GO:0016491|GO:0055114
638199322	279	17	273	SUPERFAMILY	SSF51430	IPR023210	NADP-dependent oxidoreductase domain	
638199322	279	18	273	Gene3D	G3DSA:3.20.20.100	IPR023210	NADP-dependent oxidoreductase domain	
638199322	279	22	274	Pfam	PF00248	IPR023210	NADP-dependent oxidoreductase domain	
638199322	279	1	274	PANTHER	PTHR11732:SF98			
638199323	81	8	69	Pfam	PF14358	IPR025517	Domain of unknown function DUF4405	
638199324	69	38	70	Coils	Coil			
638199325	101	3	97	ProSiteProfiles	PS50987	IPR001845	HTH ArsR-type DNA-binding domain	GO:0003700|GO:0006355|GO:0005622
638199325	101	13	94	SMART	SM00418	IPR001845	HTH ArsR-type DNA-binding domain	GO:0003700|GO:0006355|GO:0005622
638199325	101	7	85	Gene3D	G3DSA:1.10.10.10	IPR011991	Winged helix-turn-helix transcription repressor DNA-binding	
638199325	101	8	96	SUPERFAMILY	SSF46785			
638199325	101	14	67	Pfam	PF12840			
638199326	197	46	191	SUPERFAMILY	SSF47240	IPR009078	Ferritin/ribonucleotide reductase-like	GO:0055114|GO:0016491|GO:0046914
638199326	197	52	187	Gene3D	G3DSA:1.20.1260.10	IPR012347	Ferritin-related	
638199326	197	50	197	Pfam	PF09968	IPR019243	Domain of unknown function DUF2202	
638199327	204	18	182	Pfam	PF00753	IPR001279	Beta-lactamase-like	GO:0016787
638199327	204	18	182	SMART	SM00849	IPR001279	Beta-lactamase-like	GO:0016787
638199327	204	2	186	PANTHER	PTHR11935			
638199327	204	4	200	Gene3D	G3DSA:3.60.15.10			
638199327	204	5	200	SUPERFAMILY	SSF56281			
638199328	336	1	336	Hamap	MF_01086	IPR002805	Nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase, putative	
638199328	336	2	323	TIGRFAM	TIGR00303	IPR002805	Nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase, putative	
638199328	336	18	328	SUPERFAMILY	SSF52733	IPR003200	Nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase-like	GO:0009236|GO:0008939
638199328	336	61	250	Pfam	PF02277	IPR003200	Nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase-like	GO:0009236|GO:0008939
638199328	336	112	250	Gene3D	G3DSA:3.40.50.10210			
638199329	155	11	124	TIGRFAM	TIGR00305	IPR002850	Protein of unknown function DUF132	
638199329	155	10	123	SMART	SM00670	IPR006596	Nucleotide binding protein, PINc	
638199329	155	10	124	SUPERFAMILY	SSF88723			
638199329	155	11	119	Pfam	PF13470			
638199330	112	13	49	Pfam	PF01402	IPR002145	CopG-like DNA-binding	GO:0006355|GO:0003677
638199330	112	13	53	SUPERFAMILY	SSF47598	IPR010985	Ribbon-helix-helix	GO:0006355
638199330	112	1	112	PIRSF	PIRSF019108	IPR016748	Transcription regulator, CopG/Arc/MetJ DNA-binding domain-containing, predicted	
638199331	179	2	132	Pfam	PF12804	IPR025877	MobA-like NTP transferase domain	
638199331	179	2	173	SUPERFAMILY	SSF53448			
638199331	179	2	174	Gene3D	G3DSA:3.90.550.10			
638199334	254	29	202	Pfam	PF08843	IPR014942	Protein of unknown function DUF1814	
638199335	249	3	55	Gene3D	G3DSA:1.10.10.10	IPR011991	Winged helix-turn-helix transcription repressor DNA-binding	
638199335	249	33	156	Pfam	PF13338	IPR025159	Domain of unknown function DUF4095	
638199335	249	2	64	SUPERFAMILY	SSF46785			
638199336	232	1	223	Pfam	PF02654	IPR003805	Cobalamin (vitamin B12) biosynthesis CobS, cobalamin-5-phosphate synthase	GO:0009236|GO:0008818
638199336	232	1	232	Hamap	MF_00719	IPR003805	Cobalamin (vitamin B12) biosynthesis CobS, cobalamin-5-phosphate synthase	GO:0009236|GO:0008818
638199336	232	2	222	TIGRFAM	TIGR00317	IPR003805	Cobalamin (vitamin B12) biosynthesis CobS, cobalamin-5-phosphate synthase	GO:0009236|GO:0008818
638199338	143	5	139	SUPERFAMILY	SSF101307	IPR007686	YutG-like domain	GO:0006629|GO:0008962
638199338	143	8	137	Pfam	PF04608	IPR007686	YutG-like domain	GO:0006629|GO:0008962
638199338	143	9	138	TIGRFAM	TIGR03161	IPR017577	Alpha-ribazole phosphatase, CobZ	
638199339	290	1	290	Hamap	MF_00024	IPR004485	Cobalamin biosynthesis CobD/CbiB	GO:0009236|GO:0016021
638199339	290	4	286	TIGRFAM	TIGR00380	IPR004485	Cobalamin biosynthesis CobD/CbiB	GO:0009236|GO:0016021
638199339	290	5	270	Pfam	PF03186	IPR004485	Cobalamin biosynthesis CobD/CbiB	GO:0009236|GO:0016021
638199340	329	190	199	ProSitePatterns	PS00599	IPR001917	Aminotransferase, class-II, pyridoxal-phosphate binding site	GO:0008152|GO:0016740
638199340	329	26	317	Pfam	PF00155	IPR004839	Aminotransferase, class I/classII	GO:0009058|GO:0016740|GO:0030170
638199340	329	32	221	Gene3D	G3DSA:3.40.640.10	IPR015421	Pyridoxal phosphate-dependent transferase, major region, subdomain 1	GO:0003824|GO:0030170
638199340	329	222	320	Gene3D	G3DSA:3.90.1150.10	IPR015422	Pyridoxal phosphate-dependent transferase, major region, subdomain 2	GO:0003824|GO:0030170
638199340	329	14	319	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase, major domain	
638199340	329	15	320	PANTHER	PTHR11751			
638199340	329	15	320	PANTHER	PTHR11751:SF188			
638199341	410	1	410	PIRSF	PIRSF006392	IPR004456	Bisphosphoglycerate-independent phosphoglycerate mutase	GO:0046872|GO:0003824
638199341	410	6	400	TIGRFAM	TIGR00306	IPR004456	Bisphosphoglycerate-independent phosphoglycerate mutase	GO:0046872|GO:0003824
638199341	410	39	208	Pfam	PF10143	IPR004456	Bisphosphoglycerate-independent phosphoglycerate mutase	GO:0046872|GO:0003824
638199341	410	4	400	Pfam	PF01676	IPR006124	Metalloenzyme	GO:0046872|GO:0003824
