gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
650941990	405	80.7	1	404	33	434	0.0e+00	673.3	KO:K07496	putative transposase		Yes
650941991	101	76	1	100	1	89	9.8e-39	159.5	KO:K07491	putative transposase		Yes
650941993	385						0.0e+00		KO:K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	EC:2.3.1.9	No
650941994	134	92.5	1	134	1	134	0.0e+00	273.1	KO:K07068			Yes
650941998	637						0.0e+00		KO:K03404	magnesium chelatase subunit D [EC:6.6.1.1]	EC:6.6.1.1	No
650941999	1252						0.0e+00		KO:K02230	cobaltochelatase CobN [EC:6.6.1.2]	EC:6.6.1.2	No
650942001	256						0.0e+00		KO:K02013	iron complex transport system ATP-binding protein [EC:3.6.3.34]	EC:3.6.3.34	No
650942002	348						0.0e+00		KO:K02015	iron complex transport system permease protein		No
650942004	366						0.0e+00		KO:K02023	multiple sugar transport system ATP-binding protein		No
650942005	277						0.0e+00		KO:K02026	multiple sugar transport system permease protein		No
650942006	282						0.0e+00		KO:K02025	multiple sugar transport system permease protein		No
650942007	426						0.0e+00		KO:K02027	multiple sugar transport system substrate-binding protein		No
650942009	91						0.0e+00		KO:K03232	elongation factor 1-beta		No
650942010	297						0.0e+00		KO:K03179	4-hydroxybenzoate octaprenyltransferase [EC:2.5.1.-]	EC:2.5.1.-	No
650942018	410						0.0e+00		KO:K15635	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.1]	EC:5.4.2.1	No
650942019	434						0.0e+00		KO:K01893	asparaginyl-tRNA synthetase [EC:6.1.1.22]	EC:6.1.1.22	No
650942020	444						0.0e+00		KO:K00764	amidophosphoribosyltransferase [EC:2.4.2.14]	EC:2.4.2.14	No
650942021	234						0.0e+00		KO:K01923	phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]	EC:6.3.2.6	No
650942025	293						0.0e+00		KO:K00852	ribokinase [EC:2.7.1.15]	EC:2.7.1.15	No
650942026	167						0.0e+00		KO:K13993	HSP20 family protein		No
650942027	796						0.0e+00		KO:K13525	transitional endoplasmic reticulum ATPase		No
650942028	91						0.0e+00		KO:K03622	archaea-specific DNA-binding protein		No
650942029	198						0.0e+00		KO:K09006	hypothetical protein		No
650942032	172						0.0e+00		KO:K00567	methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	EC:2.1.1.63	No
650942033	314						0.0e+00		KO:K00946	thiamine-monophosphate kinase [EC:2.7.4.16]	EC:2.7.4.16	No
650942037	334						0.0e+00		KO:K00150	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59]	EC:1.2.1.59	No
650942038	85						0.0e+00		KO:K02917	large subunit ribosomal protein L35Ae		No
650942039	377						0.0e+00		KO:K00555	tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1.1.216]		No
650942041	302						0.0e+00		KO:K06982	pantoate kinase [EC:2.7.1.169]	EC:2.7.1.169	No
650942042	277						0.0e+00		KO:K04763	integrase/recombinase XerD		No
650942044	401						0.0e+00		KO:K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	EC:2.5.1.6	No
650942045	275						0.0e+00		KO:K02528	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	EC:2.1.1.182	No
650942046	205						0.0e+00		KO:K07572	putative nucleotide binding protein		No
650942047	345	88.7	1	345	9	354	0.0e+00	626.7	KO:K01179	endoglucanase [EC:3.2.1.4]	EC:3.2.1.4	Yes
650942048	182						0.0e+00		KO:K06974			No
650942049	273						0.0e+00		KO:K01738	cysteine synthase A [EC:2.5.1.47]	EC:2.5.1.47	No
650942050	329						0.0e+00		KO:K02033	peptide/nickel transport system permease protein		No
650942051	283						0.0e+00		KO:K02006	cobalt/nickel transport system ATP-binding protein		No
650942052	495						0.0e+00		KO:K03498	trk system potassium uptake protein TrkH		No
650942053	435						0.0e+00		KO:K06932			No
650942057	154						0.0e+00		KO:K03637	molybdenum cofactor biosynthesis protein C		No
650942060	268						0.0e+00		KO:K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	EC:1.1.1.100	No
650942062	319						0.0e+00		KO:K07728	putative transcriptional regulator		No
650942065	408						0.0e+00		KO:K00021	hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]	EC:1.1.1.34	No
650942066	441						0.0e+00		KO:K07472	TBP-interacting protein		No
650942067	1177						0.0e+00		KO:K03529	chromosome segregation protein		No
650942068	218						0.0e+00		KO:K05896	segregation and condensation protein A		No
650942070	536						0.0e+00		KO:K01937	CTP synthase [EC:6.3.4.2]	EC:6.3.4.2	No
650942074	201						0.0e+00		KO:K03151	thiamine biosynthesis protein ThiI		No
650942076	206						0.0e+00		KO:K06974			No
650942077	269						0.0e+00		KO:K09007	hypothetical protein		No
650942080	412						0.0e+00		KO:K06885			No
650942081	131						0.0e+00		KO:K09152	hypothetical protein		No
650942083	298						0.0e+00		KO:K09142	hypothetical protein		No
650942084	359						0.0e+00		KO:K02906	large subunit ribosomal protein L3		No
650942085	255						0.0e+00		KO:K02930	large subunit ribosomal protein L4e		No
650942086	86						0.0e+00		KO:K02892	large subunit ribosomal protein L23		No
650942087	239						0.0e+00		KO:K02886	large subunit ribosomal protein L2		No
650942088	132						0.0e+00		KO:K02965	small subunit ribosomal protein S19		No
650942089	155						0.0e+00		KO:K02890	large subunit ribosomal protein L22		No
650942090	210						0.0e+00		KO:K02982	small subunit ribosomal protein S3		No
650942091	68						0.0e+00		KO:K02904	large subunit ribosomal protein L29		No
650942092	98						0.0e+00		KO:K03113	translation initiation factor 1		No
650942093	89						0.0e+00		KO:K03538	ribonuclease P protein subunit POP4 [EC:3.1.26.5]	EC:3.1.26.5	No
650942094	114						0.0e+00		KO:K02961	small subunit ribosomal protein S17		No
650942095	141						0.0e+00		KO:K02874	large subunit ribosomal protein L14		No
650942096	121						0.0e+00		KO:K02895	large subunit ribosomal protein L24		No
650942097	248						0.0e+00		KO:K02987	small subunit ribosomal protein S4e		No
650942098	186						0.0e+00		KO:K02931	large subunit ribosomal protein L5		No
650942099	56						0.0e+00		KO:K02954	small subunit ribosomal protein S14		No
650942100	130						0.0e+00		KO:K02994	small subunit ribosomal protein S8		No
650942101	184						0.0e+00		KO:K02933	large subunit ribosomal protein L6		No
650942102	128						0.0e+00		KO:K02912	large subunit ribosomal protein L32e		No
650942103	150						0.0e+00		KO:K02885	large subunit ribosomal protein L19e		No
650942104	203						0.0e+00		KO:K02881	large subunit ribosomal protein L18		No
650942105	236						0.0e+00		KO:K02988	small subunit ribosomal protein S5		No
650942106	155						0.0e+00		KO:K02907	large subunit ribosomal protein L30		No
650942107	147						0.0e+00		KO:K02876	large subunit ribosomal protein L15		No
650942108	468						0.0e+00		KO:K03076	preprotein translocase subunit SecY		No
650942109	196						0.0e+00		KO:K00939	adenylate kinase [EC:2.7.4.3]	EC:2.7.4.3	No
650942111	378						0.0e+00		KO:K00303	sarcosine oxidase, subunit beta [EC:1.5.3.1]	EC:1.5.3.1	No
650942114	475						0.0e+00		KO:K00302	sarcosine oxidase, subunit alpha [EC:1.5.3.1]	EC:1.5.3.1	No
650942117	164						0.0e+00		KO:K07095			No
650942118	92						0.0e+00		KO:K07569	RNA-binding protein		No
650942119	203	84.4	5	203	3	201	0.0e+00	330.9	KO:K07721	ArsR family transcriptional regulator		Yes
650942122	317						0.0e+00		KO:K01784	UDP-glucose 4-epimerase [EC:5.1.3.2]	EC:5.1.3.2	No
650942123	232	93.5	1	232	1	232	0.0e+00	431.8	KO:K01905	acetyl-CoA synthetase (ADP-forming) [EC:6.2.1.13]	EC:6.2.1.13	Yes
650942146	136						0.0e+00		KO:K07158			No
650942147	411						0.0e+00		KO:K03242	translation initiation factor 2 subunit 3		No
650942152	301						0.0e+00		KO:K05966	triphosphoribosyl-dephospho-CoA synthase [EC:2.7.8.25]	EC:2.7.8.25	No
650942158	361	78.4	1	361	1	361	0.0e+00	587.8	KO:K00966	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	EC:2.7.7.13	Yes
650942160	205						0.0e+00		KO:K00943	dTMP kinase [EC:2.7.4.9]	EC:2.7.4.9	No
650942161	443						0.0e+00		KO:K03106	signal recognition particle subunit SRP54		No
650942163	173						0.0e+00		KO:K06940			No
650942165	237						0.0e+00		KO:K00759	adenine phosphoribosyltransferase [EC:2.4.2.7]	EC:2.4.2.7	No
650942167	427						0.0e+00		KO:K00600	glycine hydroxymethyltransferase [EC:2.1.2.1]	EC:2.1.2.1	No
650942168	239						0.0e+00		KO:K07025	putative hydrolase of the HAD superfamily		No
650942172	336						0.0e+00		KO:K02016	iron complex transport system substrate-binding protein		No
650942173	182						0.0e+00		KO:K00177	2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]	EC:1.2.7.3	No
650942174	281						0.0e+00		KO:K00175	2-oxoglutarate ferredoxin oxidoreductase subunit beta [EC:1.2.7.3]	EC:1.2.7.3	No
650942175	385						0.0e+00		KO:K00174	2-oxoglutarate ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3]	EC:1.2.7.3	No
650942176	171						0.0e+00		KO:K00177	2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]	EC:1.2.7.3	No
650942177	283						0.0e+00		KO:K00175	2-oxoglutarate ferredoxin oxidoreductase subunit beta [EC:1.2.7.3]	EC:1.2.7.3	No
650942178	396						0.0e+00		KO:K00174	2-oxoglutarate ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3]	EC:1.2.7.3	No
650942179	89						0.0e+00		KO:K00176	2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]	EC:1.2.7.3	No
650942180	262						0.0e+00		KO:K02074	zinc/manganese transport system ATP-binding protein		No
650942181	276	73.1	1	275	1	275	0.0e+00	414.5	KO:K02075	zinc/manganese transport system permease protein		Yes
650942182	221						0.0e+00		KO:K03470	ribonuclease HII [EC:3.1.26.4]	EC:3.1.26.4	No
650942184	394						0.0e+00		KO:K03750	molybdopterin molybdotransferase [EC:2.10.1.1]		No
650942185	457						0.0e+00		KO:K00918	ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]	EC:2.7.1.146	No
650942185	457						0.0e+00		KO:K00918	ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]	EC:2.7.1.147	No
650942186	333						0.0e+00		KO:K11131	H/ACA ribonucleoprotein complex subunit 4 [EC:5.4.99.-]	EC:5.4.99.-	No
650942190	148						0.0e+00		KO:K02952	small subunit ribosomal protein S13		No
650942191	182						0.0e+00		KO:K02986	small subunit ribosomal protein S4		No
650942192	137						0.0e+00		KO:K02948	small subunit ribosomal protein S11		No
650942193	259						0.0e+00		KO:K03047	DNA-directed RNA polymerase subunit D [EC:2.7.7.6]	EC:2.7.7.6	No
650942195	120						0.0e+00		KO:K02883	large subunit ribosomal protein L18e		No
650942196	142						0.0e+00		KO:K02871	large subunit ribosomal protein L13		No
650942197	135						0.0e+00		KO:K02996	small subunit ribosomal protein S9		No
650942198	65						0.0e+00		KO:K03058	DNA-directed RNA polymerase subunit N [EC:2.7.7.6]	EC:2.7.7.6	No
650942200	57						0.0e+00		KO:K03055	DNA-directed RNA polymerase subunit K [EC:2.7.7.6]	EC:2.7.7.6	No
650942201	341						0.0e+00		KO:K01689	enolase [EC:4.2.1.11]	EC:4.2.1.11	No
650942202	202						0.0e+00		KO:K02967	small subunit ribosomal protein S2		No
650942203	292						0.0e+00		KO:K06990			No
650942204	333						0.0e+00		KO:K00869	mevalonate kinase [EC:2.7.1.36]	EC:2.7.1.36	No
650942205	258						0.0e+00		KO:K06981			No
650942206	377						0.0e+00		KO:K01823	isopentenyl-diphosphate delta-isomerase [EC:5.3.3.2]	EC:5.3.3.2	No
650942207	439	93.8	1	439	11	449	0.0e+00	834.3	KO:K07021			Yes
650942208	341						0.0e+00		KO:K13787	geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]	EC:2.5.1.1	No
650942208	341						0.0e+00		KO:K13787	geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]	EC:2.5.1.10	No
650942208	341						0.0e+00		KO:K13787	geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]	EC:2.5.1.29	No
650942209	277						0.0e+00		KO:K00858	NAD+ kinase [EC:2.7.1.23]	EC:2.7.1.23	No
650942210	320						0.0e+00		KO:K00003	homoserine dehydrogenase [EC:1.1.1.3]	EC:1.1.1.3	No
650942213	412	53.9	1	407	1	405	0.0e+00	447.2	KO:K06921			Yes
650942214	965						0.0e+00		KO:K01869	leucyl-tRNA synthetase [EC:6.1.1.4]	EC:6.1.1.4	No
650942217	209						0.0e+00		KO:K02877	large subunit ribosomal protein L15e		No
650942218	164						0.0e+00		KO:K00940	nucleoside-diphosphate kinase [EC:2.7.4.6]	EC:2.7.4.6	No
650942219	641	77.9	2	634	4	636	0.0e+00	1028.9	KO:K10844	DNA excision repair protein ERCC-2 [EC:3.6.4.12]	EC:3.6.4.12	Yes
650942222	456						0.0e+00		KO:K00823	4-aminobutyrate aminotransferase [EC:2.6.1.19]	EC:2.6.1.19	No
650942223	517						0.0e+00		KO:K03310	alanine or glycine:cation symporter, AGCS family		No
650942226	317						0.0e+00		KO:K03924	MoxR-like ATPase [EC:3.6.3.-]	EC:3.6.3.-	No
650942231	390						0.0e+00		KO:K00812	aspartate aminotransferase [EC:2.6.1.1]	EC:2.6.1.1	No
650942232	142						0.0e+00		KO:K09119	hypothetical protein		No
650942234	408						0.0e+00		KO:K03531	cell division protein FtsZ		No
650942235	257						0.0e+00		KO:K03496	chromosome partitioning protein		No
650942237	138						0.0e+00		KO:K14656	FAD synthetase		No
650942238	172						0.0e+00		KO:K07575	PUA domain protein		No
650942239	211						0.0e+00		KO:K01591	orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]	EC:4.1.1.23	No
650942241	350						0.0e+00		KO:K07057			No
650942242	245						0.0e+00		KO:K07731	putative transcriptional regulator		No
650942243	261						0.0e+00		KO:K09722	4-phosphopantoate---beta-alanine ligase [EC:6.3.2.36]	EC:6.3.2.36	No
650942245	195						0.0e+00		KO:K02334	DNA polymerase bacteriophage-type [EC:2.7.7.7]	EC:2.7.7.7	No
650942249	346						0.0e+00		KO:K00096	glycerol-1-phosphate dehydrogenase [NAD(P)] [EC:1.1.1.261]	EC:1.1.1.261	No
650942250	141						0.0e+00		KO:K09730	hypothetical protein		No
650942251	629						0.0e+00		KO:K01887	arginyl-tRNA synthetase [EC:6.1.1.19]	EC:6.1.1.19	No
650942252	356						0.0e+00		KO:K06965	protein pelota		No
650942253	120						0.0e+00		KO:K03537	ribonuclease P/MRP protein subunit POP5 [EC:3.1.26.5]	EC:3.1.26.5	No
650942254	300						0.0e+00		KO:K03124	transcription initiation factor TFIIB		No
650942255	341						0.0e+00		KO:K04799	flap endonuclease-1 [EC:3.-.-.-]	EC:3.-	No
650942257	326						0.0e+00		KO:K02032	peptide/nickel transport system ATP-binding protein		No
650942258	329	90	1	329	1	329	0.0e+00	609.8	KO:K02031	peptide/nickel transport system ATP-binding protein		Yes
650942259	383						0.0e+00		KO:K02034	peptide/nickel transport system permease protein		No
650942260	333						0.0e+00		KO:K02033	peptide/nickel transport system permease protein		No
650942261	706	84.2	1	706	1	705	0.0e+00	1266.9	KO:K02035	peptide/nickel transport system substrate-binding protein		Yes
650942262	236						0.0e+00		KO:K09903	uridylate kinase [EC:2.7.4.22]	EC:2.7.4.22	No
650942264	102						0.0e+00		KO:K02946	small subunit ribosomal protein S10		No
650942265	428						0.0e+00		KO:K03231	elongation factor 1-alpha		No
650942266	249						0.0e+00		KO:K03800	lipoate-protein ligase A [EC:2.7.7.63]	EC:2.7.7.63	No
650942274	66						0.0e+00		KO:K02896	large subunit ribosomal protein L24e		No
650942275	71						0.0e+00		KO:K02979	small subunit ribosomal protein S28e		No
650942276	123						0.0e+00		KO:K02936	large subunit ribosomal protein L7Ae		No
650942278	234						0.0e+00		KO:K10773	endonuclease III [EC:4.2.99.18]	EC:4.2.99.18	No
650942280	148	83	2	148	7	153	0.0e+00	241.1	KO:K03718	Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA		Yes
650942281	443						0.0e+00		KO:K00823	4-aminobutyrate aminotransferase [EC:2.6.1.19]	EC:2.6.1.19	No
650942283	328						0.0e+00		KO:K09687	antibiotic transport system ATP-binding protein		No
650942284	255						0.0e+00		KO:K09686	antibiotic transport system permease protein		No
650942285	1053						0.0e+00		KO:K03243	translation initiation factor 5B		No
650942291	415						0.0e+00		KO:K09724	hypothetical protein		No
650942292	382						0.0e+00		KO:K03166	DNA topoisomerase VI subunit A [EC:5.99.1.3]	EC:5.99.1.3	No
650942293	563						0.0e+00		KO:K03167	DNA topoisomerase VI subunit B [EC:5.99.1.3]	EC:5.99.1.3	No
650942294	220						0.0e+00		KO:K06961	ribosomal RNA assembly protein		No
650942295	262						0.0e+00		KO:K07178	RIO kinase 1 [EC:2.7.11.1]	EC:2.7.11.1	No
650942296	113						0.0e+00		KO:K03236	translation initiation factor 1A		No
650942297	345						0.0e+00		KO:K04773	protease IV [EC:3.4.21.-]	EC:3.4.21.-	No
650942301	567						0.0e+00		KO:K01880	glycyl-tRNA synthetase [EC:6.1.1.14]	EC:6.1.1.14	No
650942302	419						0.0e+00		KO:K06935			No
650942304	377						0.0e+00		KO:K01791	UDP-N-acetylglucosamine 2-epimerase [EC:5.1.3.14]	EC:5.1.3.14	No
650942305	418						0.0e+00		KO:K02472	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [EC:1.1.1.-]	EC:1.1.1.-	No
650942306	364						0.0e+00		KO:K09726	hypothetical protein		No
650942309	588						0.0e+00		KO:K10747	DNA ligase 1 [EC:6.5.1.1]	EC:6.5.1.1	No
650942311	293						0.0e+00		KO:K03593	ATP-binding protein involved in chromosome partitioning		No
650942313	285						0.0e+00		KO:K00606	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	EC:2.1.2.11	No
650942317	441						0.0e+00		KO:K03592	PmbA protein		No
650942318	455						0.0e+00		KO:K03568	TldD protein		No
650942322	166						0.0e+00		KO:K07103			No
650942323	277						0.0e+00		KO:K03432	proteasome alpha subunit [EC:3.4.25.1]	EC:3.4.25.1	No
650942324	236						0.0e+00		KO:K14574	ribosome maturation protein SDO1		No
650942325	257						0.0e+00		KO:K03679	exosome complex component RRP4		No
650942326	249						0.0e+00		KO:K11600	exosome complex component RRP41		No
650942327	268						0.0e+00		KO:K12589	exosome complex component RRP42		No
650942332	1118						0.0e+00		KO:K13798	DNA-directed RNA polymerase subunit B [EC:2.7.7.6]	EC:2.7.7.6	No
650942333	907						0.0e+00		KO:K03041	DNA-directed RNA polymerase subunit A' [EC:2.7.7.6]	EC:2.7.7.6	No
650942334	396						0.0e+00		KO:K03042	DNA-directed RNA polymerase subunit A" [EC:2.7.7.6]	EC:2.7.7.6	No
650942335	99						0.0e+00		KO:K02908	large subunit ribosomal protein L30e		No
650942336	145						0.0e+00		KO:K02600	N utilization substance protein A		No
650942337	147						0.0e+00		KO:K02950	small subunit ribosomal protein S12		No
650942338	215						0.0e+00		KO:K02992	small subunit ribosomal protein S7		No
650942340	118						0.0e+00		KO:K04794	peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29]	EC:3.1.1.29	No
650942341	413						0.0e+00		KO:K06176	tRNA pseudouridine13 synthase [EC:5.4.99.27]	EC:5.4.99.27	No
650942342	112						0.0e+00		KO:K06875	programmed cell death protein 5		No
650942343	140						0.0e+00		KO:K09738	hypothetical protein		No
650942345	404						0.0e+00		KO:K07583	tRNA pseudouridine synthase 10 [EC:5.4.99.-]	EC:5.4.99.-	No
650942346	277						0.0e+00		KO:K03237	translation initiation factor 2 subunit 1		No
650942347	62						0.0e+00		KO:K11130	H/ACA ribonucleoprotein complex subunit 3		No
650942348	266						0.0e+00		KO:K07159			No
650942354	68						0.0e+00		KO:K07729	putative transcriptional regulator		No
650942356	242	80.5	4	239	7	242	0.0e+00	385.6	KO:K01990	ABC-2 type transport system ATP-binding protein		Yes
650942357	420	68.3	1	418	1	419	0.0e+00	572.4	KO:K01992	ABC-2 type transport system permease protein		Yes
650942358	281						0.0e+00		KO:K07049	TatD-related deoxyribonuclease		No
650942361	438						0.0e+00		KO:K01876	aspartyl-tRNA synthetase [EC:6.1.1.12]	EC:6.1.1.12	No
650942363	625						0.0e+00		KO:K01868	threonyl-tRNA synthetase [EC:6.1.1.3]	EC:6.1.1.3	No
650942365	356						0.0e+00		KO:K08963	methylthioribose-1-phosphate isomerase [EC:5.3.1.23]	EC:5.3.1.23	No
650942366	479						0.0e+00		KO:K14415	tRNA-splicing ligase RtcB [EC:6.5.1.3]	EC:6.5.1.3	No
650942368	114						0.0e+00		KO:K06518	holin-like protein		No
650942372	266						0.0e+00		KO:K06173	tRNA pseudouridine38-40 synthase [EC:5.4.99.12]	EC:5.4.99.12	No
650942374	67						0.0e+00		KO:K03154	sulfur carrier protein		No
650942376	220						0.0e+00		KO:K06986			No
650942377	346						0.0e+00		KO:K07561	diphthamide synthase subunit DPH2		No
650942380	130						0.0e+00		KO:K02995	small subunit ribosomal protein S8e		No
650942393	89						0.0e+00		KO:K03636	molybdopterin synthase sulfur carrier subunit		No
650942394	451						0.0e+00		KO:K00941	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	EC:2.7.1.49	No
650942394	451						0.0e+00		KO:K00941	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	EC:2.7.4.7	No
650942395	96						0.0e+00		KO:K07743	hypothetical protein		No
650942397	378	70.9	5	375	3	373	0.0e+00	528.9	KO:K00001	alcohol dehydrogenase [EC:1.1.1.1]	EC:1.1.1.1	Yes
650942399	344						0.0e+00		KO:K05772	tungstate transport system substrate-binding protein		No
650942400	235						0.0e+00		KO:K05773	tungstate transport system permease protein		No
650942401	240						0.0e+00		KO:K06857	tungstate transport system ATP-binding protein		No
650942404	181						0.0e+00		KO:K08281	nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]	EC:3.5.1.-	No
650942404	181						0.0e+00		KO:K08281	nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]	EC:3.5.1.19	No
650942409	144						0.0e+00		KO:K07491	putative transposase		No
650942414	138						0.0e+00		KO:K07722	CopG family transcriptional regulator, nickel-responsive regulator		No
650942417	670						0.0e+00		KO:K09150	hypothetical protein		No
650942418	1156						0.0e+00		KO:K03168	DNA topoisomerase I [EC:5.99.1.2]	EC:5.99.1.2	No
650942421	269						0.0e+00		KO:K00772	5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	EC:2.4.2.28	No
650942422	437						0.0e+00		KO:K06901	putative MFS transporter, AGZA family, xanthine/uracil permease		No
650942424	122						0.0e+00		KO:K03540	ribonuclease P protein subunit RPR2 [EC:3.1.26.5]	EC:3.1.26.5	No
650942427	259						0.0e+00		KO:K03609	septum site-determining protein MinD		No
650942430	503	83.9	1	503	1	503	0.0e+00	849	KO:K00758	thymidine phosphorylase [EC:2.4.2.4]	EC:2.4.2.4	Yes
650942435	420						0.0e+00		KO:K00261	glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]	EC:1.4.1.3	No
650942436	141						0.0e+00		KO:K03718	Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA		No
650942438	264						0.0e+00		KO:K15888	tritrans,polycis-undecaprenyl-diphosphate synthase [geranylgeranyl-diphosphate specific] [EC:2.5.1.89]	EC:2.5.1.89	No
650942439	181						0.0e+00		KO:K01493	dCMP deaminase [EC:3.5.4.12]	EC:3.5.4.12	No
650942440	265	53	1	265	1	265	0.0e+00	273.9	KO:K01417			Yes
650942441	121						0.0e+00		KO:K07737	putative transcriptional regulator		No
650942442	118						0.0e+00		KO:K09153	hypothetical protein		No
650942444	414						0.0e+00		KO:K03265	peptide chain release factor subunit 1		No
650942449	275						0.0e+00		KO:K01247	DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	EC:3.2.2.21	No
650942450	177						0.0e+00		KO:K03627	putative transcription factor		No
650942451	135						0.0e+00		KO:K09727	hypothetical protein		No
650942452	158						0.0e+00		KO:K02626	arginine decarboxylase [EC:4.1.1.19]	EC:4.1.1.19	No
650942456	154						0.0e+00		KO:K09122	hypothetical protein		No
650942457	232						0.0e+00		KO:K07142			No
650942458	580						0.0e+00		KO:K06200	carbon starvation protein		No
650942460	326						0.0e+00		KO:K01551	arsenite-transporting ATPase [EC:3.6.3.16]	EC:3.6.3.16	No
650942462	336						0.0e+00		KO:K04655	hydrogenase expression/formation protein HypE		No
650942463	322						0.0e+00		KO:K03110	fused signal recognition particle receptor		No
650942464	92						0.0e+00		KO:K09131	hypothetical protein		No
650942466	387						0.0e+00		KO:K06944			No
650942473	83						0.0e+00		KO:K02875	large subunit ribosomal protein L14e		No
650942474	192						0.0e+00		KO:K00945	cytidylate kinase [EC:2.7.4.14]	EC:2.7.4.14	No
650942475	89						0.0e+00		KO:K02915	large subunit ribosomal protein L34e		No
650942477	340						0.0e+00		KO:K04070	putative pyruvate formate lyase activating enzyme [EC:1.97.1.4]	EC:1.97.1.4	No
650942478	113						0.0e+00		KO:K09005	hypothetical protein		No
