gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
644842336	154	6	152	2.5e-68	214.8	TIGR01038	ribosomal protein L22(archaeal)/L17(eukaryotic/archaeal)
644842337	207	3	188	3.9e-30	92.2	TIGR01009	ribosomal protein S3, bacterial type
644842337	207	3	197	3.2e-96	307.7	TIGR01008	ribosomal protein S3, eukaryotic/archaeal type
644842338	66	5	61	8.0e-24	69.7	TIGR00012	ribosomal protein L29
644842339	94	1	93	5.2e-39	118.7	TIGR01158	translation initation factor SUI1, putative, prokaryotic
644842341	111	4	105	2.9e-50	154.8	TIGR03630	archaeal ribosomal protein S17P
644842342	141	10	141	7.6e-64	199.6	TIGR03673	50S ribosomal protein L14P
644842343	120	5	120	1.1e-61	192.5	TIGR01080	ribosomal protein L24p/L26e, archaeal/eukaryotic
644842348	191	15	184	3.0e-79	250.9	TIGR03653	archaeal ribosomal protein L6P
644842352	235	9	223	1.4e-108	347.3	TIGR01020	ribosomal protein S5(archaeal type)/S2(eukaryote cytosolic type)
644842353	154	4	154	3.1e-68	214.8	TIGR01309	50S ribosomal protein L30P, archaeal
644842355	461	27	453	3.3e-97	311.9	TIGR00967	preprotein translocase, SecY subunit
644842359	193	6	175	9.3e-65	204.8	TIGR02173	cytidylate kinase, putative
644842375	338	243	330	2.1e-30	90.9	TIGR01727	oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain
644842380	339	18	339	0.0e+00	463.9	TIGR00425	rRNA pseudouridine synthase, putative
644842380	339	227	330	8.2e-13	36.3	TIGR00451	uncharacterized domain 2
644842380	339	50	154	1.8e-23	70.9	TIGR00431	tRNA pseudouridine 55 synthase
644842383	156	11	155	1.2e-64	203	TIGR03629	archaeal ribosomal protein S13P
644842384	180	1	161	2.1e-79	251.2	TIGR01018	ribosomal protein S4(archaeal type)/S9(eukaryote cytosolic type)
644842385	139	15	131	2.2e-71	224	TIGR03628	archaeal ribosomal protein S11P
644842389	142	2	142	1.7e-67	212.3	TIGR01077	ribosomal protein L13, archaeal/eukaryotic
644842390	143	11	143	1.4e-62	195.9	TIGR03627	archaeal ribosomal protein S9P
644842395	204	6	201	8.8e-101	322.4	TIGR01012	ribosomal protein Sa(cytosolic)/S2(archaeal)
644842397	382	5	374	8.8e-105	336.7	TIGR00342	thiazole biosynthesis/tRNA modification protein ThiI
644842399	208	6	206	5.7e-62	195.9	TIGR00342	thiazole biosynthesis/tRNA modification protein ThiI
644842415	357	33	339	4.3e-97	311	TIGR01254	ABC transporter periplasmic binding protein, thiB subfamily
644842417	260	5	257	7.1e-116	372.2	TIGR00259	membrane complex biogenesis protein, BtpA family
644842418	197	6	194	5.1e-74	234.2	TIGR03875	RNA ligase partner, MJ_0950 family
644842421	766	29	479	3.2e-115	372	TIGR02123	TRAP transporter, 4TM/12TM fusion protein
644842423	328	2	319	1.3e-104	335.5	TIGR02122	TRAP transporter solute receptor, TAXI family
644842426	378	31	376	0.0e+00	449.5	TIGR00065	cell division protein FtsZ
644842427	65	7	65	6.3e-24	69.8	TIGR00327	protein translocase SEC61 complex gamma subunit, archaeal and eukaryotic
644842428	155	10	154	5.5e-55	171.5	TIGR00405	ribosomal protein L24p/L26e, archaeal
644842432	104	1	104	2.9e-45	139.2	TIGR03685	50S ribosomal protein L12P
644842433	156	2	153	7.1e-46	142.2	TIGR02274	deoxycytidine triphosphate deaminase
644842440	1118	519	1118	0.0e+00	1048.5	TIGR03670	DNA-directed RNA polymerase subunit B
644842441	905	5	894	0.0e+00	1411.5	TIGR02390	DNA-directed RNA polymerase subunit A'
644842442	397	19	387	0.0e+00	503.4	TIGR02389	DNA-directed RNA polymerase, subunit A''
644842444	145	1	145	4.7e-61	191.4	TIGR01952	NusA family KH domain protein, archaeal
644842445	147	9	147	2.9e-83	262.7	TIGR00982	ribosomal protein S23 (S12)
644842446	217	16	217	1.4e-93	297.8	TIGR01028	ribosomal protein S7(archaeal)/S5(eukaryotic)
644842455	277	17	256	1.9e-97	312.4	TIGR01718	uridine phosphorylase
644842455	277	19	255	2.9e-37	115.4	TIGR00107	purine-nucleoside phosphorylase, family 1 (deoD)
644842465	300	24	298	7.3e-110	352.6	TIGR00064	signal recognition particle-docking protein FtsY
644842466	212	1	206	1.1e-64	203.9	TIGR00427	membrane protein, MarC family
644842469	224	3	206	5.9e-82	260.7	TIGR00729	ribonuclease H, mammalian HI/archaeal HII subfamily
644842473	601	2	601	0.0e+00	807.1	TIGR01135	glucosamine--fructose-6-phosphate aminotransferase (isomerizing)
644842475	128	11	127	5.4e-61	190	TIGR03677	50S ribosomal protein L7Ae
644842484	406	2	207	1.4e-85	273.1	TIGR03128	3-hexulose-6-phosphate synthase
644842484	406	219	406	1.3e-77	246.8	TIGR03127	6-phospho 3-hexuloisomerase
644842486	219	1	207	7.8e-53	167.5	TIGR02253	HAD superfamily (subfamily IA) hydrolase, TIGR02253
644842486	219	44	185	2.2e-12	35.5	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
644842486	219	70	179	3.7e-17	51.2	TIGR01549	haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E
644842486	219	74	188	4.8e-17	50.5	TIGR01662	HAD-superfamily hydrolase, subfamily IIIA
644842489	207	33	115	8.0e-13	34.4	TIGR00277	uncharacterized domain HDIG
644842491	438	5	438	0.0e+00	589.4	TIGR00458	aspartyl-tRNA synthetase, archaeal type
644842493	118	4	118	1.0e-46	144.1	TIGR00283	peptidyl-tRNA hydrolase
644842494	422	5	422	5.0e-84	269	TIGR00094	tRNA pseudouridine synthase, TruD family
644842495	234	2	226	3.2e-76	243.5	TIGR01487	sucrose-phosphate phosphatase-like hydrolase, Archaeal
644842495	234	5	230	1.5e-70	224.9	TIGR01482	sucrose-phosphate phosphatase subfamily
644842495	234	85	195	2.5e-14	41.4	TIGR01484	HAD-superfamily hydrolase, subfamily IIB
644842496	250	2	241	5.7e-64	201.8	TIGR02127	orotidine 5'-phosphate decarboxylase, subfamily 2
644842497	309	5	302	2.1e-101	324.9	TIGR01037	dihydroorotate dehydrogenase (subfamily 1) family protein
644842499	421	12	418	3.7e-126	407.4	TIGR00857	dihydroorotase, multifunctional complex type
644842500	150	1	148	1.1e-62	196.4	TIGR00240	aspartate carbamoyltransferase, regulatory subunit
644842501	306	4	303	0.0e+00	428.1	TIGR00670	aspartate carbamoyltransferase
644842502	189	13	186	5.4e-36	111	TIGR01367	orotate phosphoribosyltransferase, Thermus family
644842502	189	15	181	2.4e-58	183.8	TIGR00336	orotate phosphoribosyltransferase
644842504	419	8	408	2.6e-90	289.2	TIGR00479	23S rRNA (uracil-5-)-methyltransferase RumA
644842511	302	190	292	8.7e-26	76.5	TIGR00269	TIGR00269 family protein
644842514	230	88	189	2.8e-15	43.1	TIGR01549	haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E
644842515	73	1	65	2.2e-18	52.5	TIGR00304	TIGR00304 family protein
644842517	389	13	385	0.0e+00	548.9	TIGR03812	tyrosine decarboxylase MnfA
644842519	446	5	257	1.0e-106	341.9	TIGR00097	phosphomethylpyrimidine kinase
644842520	161	7	161	9.4e-48	148.4	TIGR02359	thiW protein
644842521	197	1	188	3.7e-66	208.2	TIGR00693	thiamine-phosphate pyrophosphorylase
644842522	268	10	258	1.2e-102	328.7	TIGR00694	hydroxyethylthiazole kinase
644842524	426	20	425	0.0e+00	426.7	TIGR02358	putative hydroxymethylpyrimidine transporter CytX
644842524	426	5	400	2.8e-70	224.1	TIGR00800	NCS1 nucleoside transporter family
644842525	338	7	336	2.3e-106	341.8	TIGR01177	TIGR01177 family protein
644842527	253	3	176	6.0e-32	96.8	TIGR00177	molybdenum cofactor synthesis domain
644842528	485	16	484	0.0e+00	575.6	TIGR01064	pyruvate kinase
644842529	66	1	66	3.0e-34	103.1	TIGR04140	TIGR04140 family protein
644842540	128	12	126	6.4e-31	93.3	TIGR00494	protein CrcB
644842543	409	20	404	3.7e-128	413.8	TIGR00521	phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase, prokaryotic
644842545	275	3	271	6.5e-49	152.6	TIGR00524	eIF-2B alpha/beta/delta-related uncharacterized proteins
644842547	625	20	603	0.0e+00	573.2	TIGR00418	threonyl-tRNA synthetase
644842554	335	92	298	6.4e-72	227.6	TIGR00706	signal peptide peptidase SppA, 36K type
644842559	681	16	177	6.9e-14	39	TIGR00231	small GTP-binding protein domain
644842559	681	25	648	0.0e+00	617.2	TIGR00437	ferrous iron transporter FeoB
644842560	79	12	79	1.4e-07	18.2	TIGR04085	radical SAM additional 4Fe4S-binding domain
644842563	177	2	175	5.2e-75	237.2	TIGR00421	polyprenyl P-hydroxybenzoate and phenylacrylic acid decarboxylases
644842565	172	1	165	2.1e-37	114.7	TIGR00318	adenylyl cyclase CyaB, putative
644842571	454	15	426	2.5e-125	404.4	TIGR00797	putative efflux protein, MATE family
644842572	391	18	391	3.3e-103	331.9	TIGR00308	tRNA(guanine-26,N2-N2) methyltransferase
644842579	810	498	774	3.6e-96	310.4	TIGR01242	26S proteasome subunit P45 family
644842579	810	6	796	0.0e+00	1281.2	TIGR01243	AAA family ATPase, CDC48 subfamily
644842580	170	6	170	6.5e-70	220.1	TIGR01382	intracellular protease, PfpI family
644842581	141	8	128	6.1e-23	67.5	TIGR00253	putative RNA-binding protein, YhbY family
644842586	340	1	338	0.0e+00	514.3	TIGR03674	flap structure-specific endonuclease
644842587	465	6	456	0.0e+00	608.4	TIGR02717	acetyl coenzyme A synthetase (ADP forming), alpha domain
644842588	1214	1	1212	0.0e+00	1454.5	TIGR01054	reverse gyrase
644842590	597	3	596	0.0e+00	795.2	TIGR00491	translation initiation factor aIF-2/yIF-2
644842590	597	4	165	1.6e-24	73.6	TIGR00231	small GTP-binding protein domain
644842592	576	6	576	0.0e+00	682.5	TIGR00463	glutamyl-tRNA synthetase, archaeal and eukaryotic family
644842599	171	4	170	2.8e-60	189	TIGR00636	ATP:cob(I)alamin adenosyltransferase
644842600	231	4	231	1.8e-110	354.1	TIGR00035	aspartate racemase
644842606	322	4	299	1.4e-96	310.2	TIGR00524	eIF-2B alpha/beta/delta-related uncharacterized proteins
644842606	322	6	312	0.0e+00	459.9	TIGR00511	ribose-1,5-bisphosphate isomerase, e2b2 family
644842621	108	2	108	1.7e-41	127.2	TIGR01384	transcription factor S, archaeal
644842623	249	2	249	9.4e-41	126	TIGR00590	proliferating cell nuclear antigen (pcna)
644842635	261	2	261	3.6e-85	271.4	TIGR00162	TIGR00162 family protein
644842636	421	4	381	1.3e-126	409	TIGR00375	TIGR00375 family protein
644842637	328	3	321	3.3e-54	170.1	TIGR00209	galactose-1-phosphate uridylyltransferase, family 1
644842641	349	1	349	2.7e-80	256.1	TIGR00131	galactokinase
644842642	311	1	308	1.3e-90	289.6	TIGR01379	thiamine-monophosphate kinase
644842660	273	14	266	8.4e-85	270.1	TIGR00755	dimethyladenosine transferase
644842664	390	6	389	0.0e+00	457.8	TIGR01213	TIGR01213 family protein
644842666	444	36	439	0.0e+00	645.7	TIGR02153	glutamyl-tRNA(Gln) amidotransferase, subunit D
644842666	444	97	435	0.0e+00	481.8	TIGR00519	L-asparaginases, type I
644842667	629	4	628	0.0e+00	783.2	TIGR00134	glutamyl-tRNA(Gln) amidotransferase, subunit E
644842670	407	1	407	0.0e+00	554	TIGR00533	3-hydroxy-3-methylglutaryl Coenzyme A reductase, hydroxymethylglutaryl-CoA reductase (NADP)
644842673	352	12	352	0.0e+00	587.8	TIGR00692	L-threonine 3-dehydrogenase
644842673	352	14	342	2.3e-26	79.6	TIGR01202	2-desacetyl-2-hydroxyethyl bacteriochlorophyllide A dehydrogenase
644842674	503	159	501	1.6e-98	315.9	TIGR00468	phenylalanyl-tRNA synthetase, alpha subunit
644842675	560	1	555	0.0e+00	593.1	TIGR00471	phenylalanyl-tRNA synthetase, beta subunit
644842676	266	1	222	3.2e-57	179.9	TIGR00071	pseudouridylate synthase I
644842678	422	2	410	4.4e-115	370.7	TIGR00148	UbiD family decarboxylases
644842679	260	3	255	8.9e-83	263.9	TIGR00112	pyrroline-5-carboxylate reductase
644842683	239	1	221	3.7e-91	292.8	TIGR02253	HAD superfamily (subfamily IA) hydrolase, TIGR02253
644842683	239	59	188	1.7e-16	49.1	TIGR01549	haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E
644842683	239	79	197	4.4e-18	53.8	TIGR01662	HAD-superfamily hydrolase, subfamily IIIA
644842683	239	83	194	6.7e-14	40.4	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
644842686	387	79	194	6.0e-18	51.2	TIGR00231	small GTP-binding protein domain
644842687	301	43	106	3.7e-19	56.4	TIGR02179	2-oxoacid:acceptor oxidoreductase, delta subunit, pyruvate/2-ketoisovalerate family
644842687	301	6	294	3.1e-109	352.3	TIGR02494	glycyl-radical enzyme activating protein family
644842689	823	33	822	0.0e+00	635.1	TIGR01774	pyruvate formate-lyase
644842692	326	1	326	2.3e-103	331.7	TIGR02371	alanine dehydrogenase, Archaeoglobus fulgidus type
644842698	387	1	381	5.0e-60	189.4	TIGR01373	sarcosine oxidase, beta subunit family, heterotetrameric form
644842704	243	20	241	6.0e-70	221	TIGR00323	translation initiation factor eIF-6, putative
644842706	152	12	142	3.3e-41	126.6	TIGR00293	prefoldin, archaeal alpha subunit/eukaryotic subunit 5
644842708	339	5	153	5.6e-56	176.1	TIGR00184	adenylosuccinate synthase
644842717	421	7	421	0.0e+00	693.5	TIGR00936	adenosylhomocysteinase
644842719	397	1	388	1.4e-96	309.5	TIGR00528	glycine cleavage system T protein
644842724	274	12	269	3.7e-77	245.4	TIGR01496	dihydropteroate synthase
644842725	323	1	308	4.4e-51	160	TIGR00144	beta-RFAP synthase
644842736	260	3	252	3.5e-117	376	TIGR01969	cell division ATPase MinD, archaeal
644842738	503	2	500	0.0e+00	792.5	TIGR03327	AMP phosphorylase
644842738	503	3	494	0.0e+00	743.8	TIGR02645	putative thymidine phosphorylase
644842741	255	20	246	5.1e-77	245.4	TIGR01768	geranylgeranylglyceryl phosphate synthase family protein
644842741	255	21	227	5.8e-84	268	TIGR01769	phosphoglycerol geranylgeranyltransferase
644842751	362	39	362	1.2e-111	359.1	TIGR00383	magnesium Mg(2+) and cobalt Co(2+) transport protein (corA)
644842762	192	7	185	8.4e-34	102.8	TIGR00281	segregation and condensation protein B
644842770	190	1	180	7.6e-17	47.7	TIGR00231	small GTP-binding protein domain
644842774	463	16	448	7.7e-69	218.6	TIGR00711	drug resistance transporter, EmrB/QacA subfamily
644842776	427	23	426	0.0e+00	697	TIGR03680	translation initiation factor 2 subunit gamma
644842776	427	25	213	1.6e-18	54.1	TIGR00231	small GTP-binding protein domain
644842778	1177	3	1157	0.0e+00	757.7	TIGR02168	chromosome segregation protein SMC, common bacterial type
644842778	1177	3	1157	0.0e+00	1151.3	TIGR02169	chromosome segregation protein SMC, primarily archaeal type
644842785	333	1	310	1.4e-119	384.8	TIGR00724	biotin-dependent carboxylase uncharacterized domain
644842786	230	8	211	2.4e-73	231.9	TIGR00370	TIGR00370 family protein
644842795	138	4	132	8.0e-37	112.6	TIGR02793	nickel-responsive transcriptional regulator NikR
644842799	510	41	81	1.3e-06	14.5	TIGR02608	delta-60 repeat domain
644842806	157	12	154	8.8e-20	57.5	TIGR00039	6-pyruvoyl tetrahydropterin synthase/QueD family protein
644842819	245	3	157	1.0e-28	86.4	TIGR00176	molybdopterin-guanine dinucleotide biosynthesis protein MobB
644842823	329	14	321	6.0e-41	127.4	TIGR01379	thiamine-monophosphate kinase
644842823	329	4	327	4.5e-48	150.9	TIGR02124	hydrogenase expression/formation protein HypE
644842824	501	2	501	9.2e-112	359.8	TIGR01311	glycerol kinase
644842842	218	8	31	2.1e-09	23.2	TIGR02537	archaeal flagellin N-terminal-like domain
644842846	430	1	375	2.0e-65	207.4	TIGR00813	transporter, SSS family
644842848	433	10	432	0.0e+00	650.3	TIGR01060	phosphopyruvate hydratase
644842855	350	10	350	0.0e+00	625.4	TIGR00748	hydroxymethylglutaryl-CoA synthase, putative
644842860	179	10	176	4.7e-33	100.2	TIGR00270	TIGR00270 family protein
644842869	561	37	561	0.0e+00	944.9	TIGR00641	methylmalonyl-CoA mutase N-terminal domain
644842873	153	1	142	1.3e-41	128.2	TIGR00288	TIGR00288 family protein
644842884	306	3	296	1.2e-103	332.2	TIGR02651	ribonuclease Z
644842892	224	2	211	8.6e-75	237	TIGR01351	adenylate kinases
644842894	174	6	168	1.2e-68	216.1	TIGR00288	TIGR00288 family protein
644842895	187	8	173	3.2e-66	208.2	TIGR00288	TIGR00288 family protein
644842898	104	5	99	1.4e-33	101.3	TIGR01300	monovalent cation/proton antiporter, MnhG/PhaG subunit
644842906	158	4	157	1.9e-44	137.1	TIGR00286	arginine decarboxylase, pyruvoyl-dependent
644842907	124	8	119	8.1e-52	160.5	TIGR03330	S-adenosylmethionine decarboxylase proenzyme, Bacillus form
644842908	284	2	273	1.8e-83	265.9	TIGR00417	spermidine synthase
644842919	400	128	398	4.7e-95	306.1	TIGR01241	ATP-dependent metalloprotease FtsH
644842919	400	20	382	0.0e+00	646.9	TIGR01242	26S proteasome subunit P45 family
644842928	485	11	485	0.0e+00	612.5	TIGR02751	phosphoenolpyruvate carboxylase, archaeal type
644842934	194	18	194	1.0e-79	252.3	TIGR00758	uracil-DNA glycosylase, family 4
644842940	560	58	551	0.0e+00	548.5	TIGR00574	DNA ligase I, ATP-dependent (dnl1)
644842948	226	47	195	1.8e-10	28.9	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
644842948	226	71	189	8.0e-10	27	TIGR01549	haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E
644842952	207	9	192	2.8e-79	251.1	TIGR03634	proteasome endopeptidase complex, archaeal, beta subunit
644842953	648	12	648	0.0e+00	990.3	TIGR03675	arCOG00543 universal archaeal KH-domain/beta-lactamase-domain protein
644842954	443	46	359	4.1e-52	163.4	TIGR00260	threonine synthase
